SRA_run_accession,ZfPV,zpico,zpoxv
SRR11303211,UND,UND,UND
SRR870939,UND,UND,UND
SRR11814647,UND,UND,UND
ERR1730538,UND,UND,UND
SRR11302749,UND,UND,UND
SRR11080810,Low,UND,UND
ERR689869,UND,UND,UND
SRR13076841,UND,UND,UND
ERR1889790,UND,UND,UND
ERR1373585,UND,UND,UND
SRR7268817,UND,UND,UND
SRR12661860,UND,UND,UND
SRR22018589,UND,UND,UND
SRR18687243,UND,UND,UND
ERR1858140,UND,UND,UND
ERR1218458,UND,UND,UND
SRR10126021,UND,UND,UND
SRR1872009,UND,UND,UND
SRR6654646,UND,UND,UND
SRR8286601,UND,Medium,UND
SRR11303187,UND,UND,UND
ERR960055,UND,UND,UND
DRR162519,UND,UND,UND
SRR12070738,UND,UND,UND
ERR1124665,UND,UND,UND
ERR1621646,UND,UND,UND
SRR1872043,UND,UND,UND
SRR8106494,UND,UND,UND
SRR3923665,UND,UND,UND
ERR1373552,UND,UND,UND
ERR667471,UND,UND,UND
SRR7145920,Medium,UND,UND
SRR15048138,UND,UND,UND
SRR2751001,High,UND,UND
SRR20018672,UND,UND,UND
ERR1407568,UND,UND,UND
ERR1821844,UND,UND,UND
ERR1251964,UND,UND,UND
SRR6268144,UND,UND,UND
SRR12874653,UND,UND,UND
SRR8811910,UND,UND,UND
ERR1821584,UND,UND,UND
ERR697911,UND,UND,UND
ERR1888633,UND,UND,UND
SRR1872491,UND,UND,UND
SRR1821836,UND,Low,UND
SRR8383306,UND,UND,UND
SRR1872536,UND,UND,UND
ERR1374600,UND,UND,UND
SRR8135933,UND,UND,UND
DRR162548,UND,UND,UND
SRR11303268,UND,UND,UND
ERR1889142,UND,UND,UND
ERR1395891,UND,UND,UND
ERR1757743,UND,UND,UND
ERR1373481,UND,UND,UND
SRR6308291,UND,UND,UND
ERR1374737,UND,UND,UND
SRR15626559,UND,UND,UND
ERR2723417,UND,UND,UND
ERR1889232,UND,UND,UND
SRR6250370,UND,UND,UND
ERR959459,UND,UND,UND
SRR7612990,UND,UND,UND
SRR7789597,UND,UND,UND
ERR1888281,UND,UND,UND
SRR7008280,UND,UND,UND
SRR3381794,UND,UND,UND
ERR959746,UND,UND,UND
ERR1415097,UND,UND,UND
SRR10366894,UND,UND,UND
SRR3679529,UND,UND,UND
SRR3381750,UND,UND,High
SRR15362159,UND,UND,UND
ERR1730714,UND,UND,UND
ERR697991,UND,UND,UND
SRR7942638,UND,UND,UND
ERR958920,UND,UND,UND
SRR11427293,UND,UND,UND
SRR10948889,UND,UND,UND
ERR697963,UND,UND,UND
SRR6654805,UND,UND,UND
ERR659871,UND,UND,UND
SRR3666779,UND,UND,UND
SRR7410385,UND,UND,UND
ERR202568,UND,UND,UND
SRR4026145,UND,UND,UND
ERR1427281,UND,UND,UND
SRR13938390,UND,UND,Medium
SRR6039688,UND,UND,UND
SRR6654834,UND,UND,UND
ERR1888229,UND,UND,UND
ERR959272,UND,UND,UND
SRR514031,UND,UND,UND
ERR1892043,UND,UND,UND
SRR16195454,UND,UND,UND
ERR1415101,UND,UND,UND
ERR755715,UND,UND,UND
SRR17745559,UND,UND,UND
ERR3365995,UND,UND,UND
SRR7612981,UND,UND,UND
SRR19086699,UND,UND,UND
SRR9849865,UND,UND,UND
ERR1889864,UND,UND,UND
SRR11039801,UND,UND,UND
ERR2722998,UND,UND,UND
SRR12436733,UND,UND,UND
ERR1821594,UND,UND,UND
SRR13729836,UND,UND,UND
SRR3679543,UND,UND,UND
SRR11033819,UND,UND,UND
SRR5519771,UND,UND,UND
ERR1889679,UND,UND,UND
SRR8106291,UND,UND,UND
ERR2723471,UND,UND,UND
SRR14300245,UND,UND,UND
SRR11267516,UND,UND,UND
ERR1889306,UND,UND,UND
SRR1872024,UND,UND,UND
ERR1821818,UND,UND,UND
ERR1475677,UND,UND,UND
SRR6020316,UND,High,UND
SRR6908671,UND,UND,UND
SRR19641859,UND,UND,UND
ERR1889592,UND,UND,UND
SRR14567469,UND,UND,UND
ERR1757457,UND,UND,UND
ERR1252153,UND,UND,UND
SRR11303348,UND,UND,UND
SRR16339847,UND,UND,UND
SRR519753,UND,UND,UND
ERR871430,UND,UND,UND
SRR10958340,High,UND,UND
SRR18687241,UND,UND,UND
SRR1872723,UND,UND,UND
SRR13839957,UND,UND,UND
SRR6848346,UND,UND,UND
SRR12070810,UND,UND,UND
SRR17630940,UND,UND,UND
SRR6888834,UND,UND,UND
ERR2723592,UND,UND,UND
SRR3381872,UND,UND,Medium
ERR999548,UND,UND,UND
ERR2723128,UND,UND,UND
ERR925762,UND,UND,UND
SRR7419838,UND,UND,UND
SRR11869095,UND,UND,UND
SRR10070571,UND,UND,UND
ERR4902955,UND,UND,UND
ERR958760,UND,UND,UND
ERR1620436,UND,UND,UND
SRR13238434,UND,UND,UND
SRR12037466,UND,UND,UND
SRR7947895,Low,UND,UND
ERR925789,UND,UND,UND
SRR17714686,UND,UND,UND
SRR6655308,UND,UND,UND
SRR5853087,UND,UND,UND
SRR10117519,UND,UND,UND
SRR6654801,UND,UND,UND
SRR16784085,UND,UND,UND
ERR962965,UND,UND,UND
SRR17219913,UND,UND,UND
SRR2750972,UND,UND,UND
SRR12070793,UND,UND,UND
SRR8788648,UND,UND,UND
SRR12786079,UND,High,UND
SRR7662115,UND,UND,UND
SRR3083701,UND,UND,UND
ERR1203497,UND,UND,UND
SRR7535440,UND,UND,UND
ERR517903,UND,UND,UND
SRR1035238,UND,UND,UND
ERR1108523,UND,UND,UND
ERR853802,UND,UND,UND
ERR2723994,UND,UND,UND
ERR1475511,UND,UND,UND
SRR1872432,UND,UND,UND
ERR1099493,UND,UND,UND
ERR1215923,UND,UND,UND
SRR17723103,UND,UND,UND
SRR10990405,UND,UND,UND
SRR19761455,UND,UND,UND
ERR1621394,UND,UND,UND
SRR6469115,UND,UND,UND
ERR2723298,UND,UND,UND
ERR1215677,UND,UND,UND
SRR6268093,UND,UND,UND
SRR10117581,Medium,UND,UND
ERR854835,UND,UND,UND
ERR1122791,UND,UND,UND
SRR870813,UND,UND,UND
SRR6829419,UND,Low,UND
SRR3381797,UND,UND,UND
SRR11302799,UND,UND,UND
SRR7119835,UND,UND,UND
SRR10836791,UND,UND,UND
ERR1216553,UND,UND,UND
SRR14693492,UND,Low,UND
SRR5810694,UND,UND,UND
SRR6468981,UND,UND,UND
ERR517907,UND,UND,UND
SRR392967,UND,UND,UND
SRR1872419,UND,UND,UND
SRR997333,UND,UND,UND
ERR1124975,UND,UND,UND
ERR1821891,UND,UND,UND
ERR1125080,UND,UND,UND
ERR1218350,UND,UND,UND
ERR1107924,UND,UND,UND
SRR17600935,UND,UND,UND
ERR1251902,UND,UND,UND
ERR780050,UND,UND,UND
ERR738224,UND,UND,UND
ERR1407610,UND,UND,UND
SRR8244096,UND,UND,UND
ERR1757731,UND,UND,UND
SRR16299120,UND,UND,UND
ERR780295,UND,UND,UND
SRR3228728,UND,UND,UND
SRR5687194,UND,High,UND
ERR1215950,UND,UND,UND
SRR6469321,UND,UND,UND
ERR1889125,UND,UND,UND
ERR697948,UND,UND,UND
SRR12661622,UND,UND,UND
ERR1124500,UND,UND,UND
ERR1757720,UND,UND,UND
ERR1891753,UND,UND,UND
SRR6289651,UND,UND,UND
SRR6655044,UND,UND,UND
ERR1857845,UND,UND,UND
SRR3996125,UND,UND,UND
SRR13565187,UND,UND,UND
ERR1069082,UND,UND,UND
SRR1872538,UND,UND,UND
ERR2154634,UND,UND,UND
ERR271385,UND,UND,UND
SRR8868542,UND,UND,UND
ERR1889866,UND,UND,UND
ERR4029248,UND,High,Low
SRR17218120,UND,UND,UND
SRR12658668,UND,UND,UND
SRR15427704,UND,UND,UND
SRR8787733,UND,UND,UND
ERR1888255,UND,UND,UND
ERR1475757,UND,UND,UND
ERR1892058,UND,UND,UND
SRR8106537,UND,UND,UND
SRR18516712,UND,UND,UND
ERR1888177,UND,UND,UND
SRR9198890,UND,UND,UND
SRR11302525,UND,UND,UND
SRR1872477,UND,UND,UND
ERR1888915,UND,UND,UND
ERR1396811,UND,UND,UND
SRR9189633,UND,UND,UND
SRR5441847,UND,UND,UND
SRR6654718,UND,UND,UND
ERR1415114,UND,UND,UND
SRR13979033,UND,UND,UND
ERR962986,UND,UND,UND
SRR12446289,UND,UND,UND
SRR1062754,UND,UND,UND
ERR871526,UND,UND,UND
SRR12661558,UND,UND,UND
ERR998237,UND,UND,UND
ERR1888158,UND,UND,UND
ERR1396944,UND,UND,UND
ERR1442798,UND,UND,UND
SRR15321089,UND,High,UND
SRR13759087,UND,UND,UND
SRR17085055,UND,UND,UND
SRR6020429,UND,UND,UND
ERR1757545,UND,UND,UND
ERR1215975,UND,UND,UND
ERR960156,UND,UND,UND
SRR8883722,UND,UND,UND
ERR2402421,UND,UND,UND
SRR11773518,UND,UND,UND
SRR12890229,UND,UND,UND
SRR10151639,UND,UND,UND
SRR10737695,UND,UND,UND
ERR1443971,UND,UND,UND
ERR998328,UND,UND,UND
SRR1872928,UND,UND,UND
SRR633540,UND,UND,UND
SRR6469263,UND,UND,UND
SRR1062818,UND,UND,UND
SRR13076839,UND,UND,UND
ERR659991,UND,UND,UND
ERR1475484,UND,UND,UND
SRR14217612,UND,UND,UND
SRR11302691,UND,UND,UND
ERR958902,UND,UND,UND
SRR12070746,UND,UND,UND
SRR11585432,UND,UND,UND
ERR1205232,UND,UND,UND
SRR10550558,UND,UND,UND
ERR871385,UND,UND,UND
SRR15048136,UND,UND,UND
ERR1442815,UND,UND,UND
SRR11302705,UND,UND,UND
SRR3923676,UND,Low,UND
SRR7662071,UND,UND,UND
ERR1857691,UND,UND,UND
SRR7015880,UND,UND,UND
SRR13221966,UND,UND,UND
SRR16299575,UND,UND,UND
SRR6132700,UND,UND,UND
ERR697861,UND,UND,UND
SRR835180,UND,UND,UND
SRR12774390,UND,Low,UND
ERR1107907,UND,UND,UND
ERR3489857,UND,UND,UND
ERR960211,UND,UND,UND
SRR3381771,UND,UND,High
SRR1872237,UND,UND,UND
SRR9198839,UND,UND,UND
ERR1888663,UND,UND,UND
ERR1396887,UND,UND,UND
ERR667483,UND,UND,UND
SRR1062777,UND,UND,UND
ERR1415187,UND,UND,UND
SRR6250161,UND,UND,UND
ERR1475845,UND,UND,UND
ERR2154793,UND,UND,UND
ERR960737,UND,UND,UND
ERR853451,UND,UND,UND
SRR6215424,UND,UND,UND
ERR1427164,UND,UND,UND
ERR959818,UND,UND,UND
SRR6469607,UND,UND,UND
SRR5164423,UND,UND,UND
SRR6469336,UND,UND,UND
ERR958930,UND,UND,UND
ERR1889280,UND,UND,UND
ERR780118,UND,UND,UND
ERR1889090,UND,UND,UND
DRR224554,UND,UND,UND
ERR7179898,UND,UND,UND
SRR5382015,UND,UND,UND
SRR6469010,UND,UND,UND
SRR6654373,UND,UND,UND
SRR10151616,UND,UND,UND
SRR8787638,UND,UND,UND
ERR1888387,UND,UND,UND
ERR1595123,UND,UND,UND
ERR1125078,UND,UND,UND
SRR8526615,High,UND,UND
ERR1204597,UND,UND,UND
SRR18352692,UND,UND,UND
SRR11590426,UND,UND,UND
ERR1730658,UND,UND,UND
ERR1205086,UND,UND,UND
ERR1374499,UND,UND,UND
SRR3932178,UND,UND,UND
SRR11302775,UND,UND,UND
ERR2862349,UND,UND,UND
ERR1396853,UND,UND,UND
SRR10366893,UND,UND,UND
SRR5519769,UND,UND,UND
ERR1414998,UND,UND,UND
ERR1442781,UND,UND,UND
SRR10151869,UND,UND,UND
SRR1821820,UND,UND,UND
SRR6811822,UND,UND,UND
ERR2723258,UND,UND,UND
SRR19762945,UND,UND,UND
ERR1888428,UND,UND,UND
ERR3841998,UND,UND,UND
SRR9058952,UND,UND,UND
ERR960091,UND,UND,UND
ERR2723860,UND,UND,UND
ERR1442594,UND,UND,UND
ERR1415211,UND,UND,UND
ERR871497,UND,UND,UND
SRR10040125,UND,UND,UND
SRR3083749,UND,UND,UND
SRR10753244,UND,UND,UND
SRR22404870,UND,UND,UND
ERR1888173,UND,UND,UND
ERR959548,UND,UND,UND
ERR1204248,UND,UND,UND
SRR11206287,UND,UND,UND
SRR6908625,UND,UND,UND
ERR1215805,UND,UND,UND
SRR1872430,UND,UND,UND
ERR1442736,UND,UND,UND
SRR12464067,UND,UND,UND
SRR12650406,UND,UND,UND
SRR11305417,UND,UND,UND
ERR1374681,UND,UND,UND
SRR17221759,UND,UND,UND
SRR6132693,UND,UND,UND
SRR8591314,UND,UND,UND
SRR16299555,UND,UND,UND
SRR12661688,UND,UND,UND
SRR12037382,UND,UND,UND
ERR960460,UND,UND,UND
SRR11874784,UND,UND,UND
SRR8663322,UND,UND,UND
ERR960935,UND,UND,UND
SRR2834952,UND,UND,Medium
ERR1414930,UND,UND,UND
SRR10753207,UND,UND,UND
SRR8928759,UND,UND,UND
SRR15376931,UND,UND,UND
SRR10828014,High,UND,UND
ERR1620548,UND,UND,UND
SRR9198681,UND,UND,UND
SRR11214417,UND,UND,UND
ERR1216315,UND,UND,UND
ERR1821866,UND,UND,UND
SRR7268970,UND,UND,UND
SRR9050620,UND,UND,UND
ERR1857988,UND,UND,UND
ERR1108135,UND,UND,UND
DRR162488,UND,UND,UND
SRR11040635,UND,UND,UND
ERR1621582,UND,UND,UND
ERR1216650,UND,UND,UND
ERR1821935,UND,UND,UND
SRR7749246,UND,UND,UND
SRR8244101,UND,UND,UND
ERR999265,UND,UND,UND
ERR1374359,UND,UND,UND
SRR7813749,UND,UND,UND
SRR11303043,UND,UND,UND
SRR16327300,UND,UND,UND
SRR10070763,UND,UND,UND
SRR11590405,UND,UND,UND
ERR1108125,UND,UND,UND
SRR6654526,UND,UND,UND
ERR716729,UND,UND,UND
SRR1785163,Low,UND,Low
SRR9875018,UND,UND,UND
ERR853796,UND,UND,UND
ERR1204521,UND,UND,UND
SRR10151706,UND,UND,UND
ERR202589,UND,UND,UND
SRR18192300,UND,UND,UND
ERR958790,UND,UND,UND
SRR17691947,UND,UND,UND
ERR1427400,UND,UND,UND
ERR1108140,UND,UND,UND
SRR10010349,Medium,UND,UND
SRR13716598,UND,UND,UND
SRR2136169,UND,UND,UND
ERR1122714,UND,UND,UND
SRR16681979,UND,UND,UND
ERR1205320,UND,UND,UND
SRR7942614,Medium,UND,UND
SRR10004189,UND,UND,UND
SRR13616484,UND,Low,UND
SRR8106496,UND,UND,UND
SRR23036879,UND,UND,UND
SRR1062371,UND,UND,UND
ERR232356,UND,UND,UND
ERR1204446,UND,UND,UND
ERR999298,UND,UND,UND
SRR10151843,UND,UND,UND
SRR11303214,UND,UND,UND
ERR1216616,UND,UND,UND
SRR516551,UND,UND,UND
SRR10070550,UND,UND,UND
SRR11033831,UND,UND,UND
ERR960775,UND,UND,UND
ERR1204575,UND,UND,UND
SRR7886610,UND,UND,UND
SRR17630957,UND,UND,UND
ERR959705,UND,UND,UND
ERR962978,UND,UND,UND
SRR9198806,UND,UND,UND
SRR6468800,UND,UND,UND
SRR6655239,UND,UND,UND
SRR6654486,UND,UND,UND
SRR1872019,UND,UND,UND
ERR2723046,UND,UND,UND
SRR352484,UND,UND,UND
ERR871539,UND,UND,UND
SRR6655111,UND,UND,UND
SRR16299276,UND,UND,UND
SRR7264576,UND,UND,UND
ERR1203519,UND,UND,UND
ERR871312,UND,UND,UND
ERR1889591,UND,UND,UND
SRR1062486,UND,UND,UND
ERR596680,UND,UND,UND
SRR18181443,UND,UND,UND
SRR6908703,UND,UND,UND
ERR1888700,UND,UND,UND
SRR12313632,UND,UND,UND
SRR1872856,UND,UND,UND
SRR1569494,UND,UND,UND
SRR10753253,UND,UND,UND
SRR10863007,UND,UND,UND
ERR1215814,UND,UND,UND
SRR17077505,UND,Low,UND
SRR20651072,UND,UND,High
SRR5820053,UND,UND,UND
SRR21831650,UND,UND,UND
SRR7942626,UND,UND,UND
SRR11186434,UND,UND,UND
ERR596673,UND,UND,UND
ERR1475828,UND,UND,UND
ERR998239,UND,UND,UND
SRR10550518,UND,UND,UND
SRR16327296,UND,UND,UND
SRR9674337,UND,UND,UND
SRR8552548,UND,UND,UND
SRR8298687,UND,High,UND
SRR6268052,UND,UND,UND
ERR2723150,UND,UND,UND
ERR2723497,UND,UND,UND
SRR5687192,UND,UND,UND
ERR960444,UND,UND,UND
SRR11186471,UND,UND,UND
SRR1531476,UND,UND,UND
ERR1857947,UND,UND,UND
ERR596635,UND,UND,UND
SRR11039813,UND,UND,UND
ERR960606,UND,UND,UND
ERR667381,UND,UND,UND
SRR6655161,UND,UND,UND
SRR22404864,UND,UND,UND
SRR6176656,UND,UND,UND
ERR1124952,UND,UND,UND
SRR1062767,UND,UND,UND
ERR1414983,UND,UND,UND
SRR14340362,UND,UND,UND
SRR10956573,UND,UND,UND
ERR1888248,UND,UND,UND
ERR1426882,UND,UND,UND
ERR2723006,UND,UND,UND
SRR8255919,UND,UND,UND
SRR9707992,UND,UND,UND
SRR19761446,UND,UND,UND
SRR6507300,UND,UND,UND
ERR1427418,UND,UND,UND
SRR10974010,UND,UND,UND
ERR590719,UND,UND,UND
ERR959437,UND,UND,UND
ERR689835,UND,UND,UND
SRR12610268,UND,UND,UND
SRR1062540,UND,UND,UND
ERR1692498,UND,UND,UND
SRR10152006,UND,UND,UND
ERR1374180,UND,UND,UND
ERR1621634,UND,UND,UND
ERR1427111,UND,UND,UND
ERR1204612,UND,UND,UND
SRR7789584,UND,UND,UND
ERR853509,UND,UND,UND
ERR853610,UND,UND,UND
ERR10368634,UND,UND,UND
SRR10153641,UND,UND,UND
ERR716728,UND,UND,UND
ERR1889051,UND,UND,UND
ERR2723311,UND,UND,UND
SRR3381824,UND,UND,High
SRR15600927,UND,UND,UND
ERR1821595,UND,UND,UND
ERR871387,UND,UND,UND
SRR13181547,UND,UND,UND
ERR958792,UND,UND,UND
SRR9198737,UND,UND,UND
SRR11302360,UND,UND,UND
SRR5810875,UND,UND,UND
ERR1889033,UND,UND,UND
SRR6477199,UND,UND,UND
SRR8106592,UND,UND,UND
SRR9961221,UND,UND,UND
SRR6211478,UND,UND,UND
ERR1427195,UND,UND,UND
ERR1889296,UND,UND,UND
SRR8244108,UND,UND,UND
SRR12492976,UND,UND,UND
SRR7268890,UND,UND,UND
ERR1889167,UND,UND,UND
SRR6469790,UND,UND,UND
SRR5017068,UND,UND,UND
SRR11427401,UND,UND,UND
SRR14240235,UND,UND,UND
SRR12933782,UND,UND,UND
SRR1821794,UND,Low,UND
SRR10899679,UND,UND,UND
SRR17714714,Medium,UND,UND
SRR9728745,UND,UND,UND
SRR3228698,UND,UND,UND
SRR8788702,UND,UND,UND
SRR13249629,UND,UND,UND
SRR13646730,UND,UND,UND
SRR12890228,UND,UND,UND
ERR853811,UND,UND,UND
SRR11302584,UND,UND,UND
SRR6469457,UND,UND,UND
SRR18049407,UND,UND,UND
SRR13381151,UND,UND,UND
SRR6176653,UND,UND,UND
SRR11178127,UND,UND,UND
ERR2146906,UND,UND,UND
SRR11302610,UND,UND,UND
SRR10323902,UND,UND,UND
SRR18192278,UND,UND,UND
SRR9974569,UND,UND,UND
ERR999419,UND,UND,UND
SRR15458887,UND,UND,UND
SRR11186443,UND,UND,UND
ERR1475680,UND,UND,UND
SRR6469287,UND,UND,UND
SRR3498285,UND,UND,UND
ERR492348,UND,UND,UND
SRR16299292,UND,UND,UND
ERR1414897,UND,UND,UND
ERR960946,UND,UND,UND
SRR8811925,UND,UND,UND
SRR16299469,UND,UND,UND
SRR10989900,UND,UND,UND
SRR14217620,UND,UND,UND
SRR8106659,UND,UND,UND
ERR2723350,UND,UND,UND
ERR596664,UND,UND,UND
SRR9182353,UND,UND,UND
ERR1125060,UND,UND,UND
SRR3381736,UND,UND,High
ERR1374825,UND,UND,UND
ERR698010,UND,UND,UND
ERR1857931,UND,UND,UND
SRR6654548,UND,UND,UND
ERR1215957,UND,UND,UND
SRR5893164,UND,UND,UND
SRR7789545,UND,UND,UND
ERR405185,UND,UND,UND
SRR9198929,UND,UND,UND
SRR9903401,UND,UND,UND
SRR15663233,Medium,UND,Low
SRR15049566,UND,UND,UND
SRR12037481,UND,UND,UND
ERR984492,UND,UND,UND
SRR1872975,UND,UND,UND
SRR10126249,UND,UND,UND
ERR959392,UND,UND,UND
SRR12055988,UND,UND,UND
SRR14308849,UND,UND,UND
SRR7612994,UND,UND,UND
ERR1857643,UND,UND,UND
ERR962964,UND,UND,UND
SRR1872987,UND,UND,UND
SRR9164644,UND,UND,UND
ERR960651,UND,UND,UND
ERR1407642,UND,UND,UND
SRR12926111,High,UND,Medium
SRR11186476,UND,UND,UND
SRR5087315,UND,UND,UND
ERR830281,UND,UND,UND
SRR17994490,UND,UND,UND
SRR9854020,UND,UND,UND
SRR12623496,UND,UND,UND
ERR1821558,UND,UND,UND
ERR232299,UND,UND,UND
SRR11684021,UND,UND,UND
ERR2723528,UND,UND,UND
ERR1888085,UND,UND,UND
SRR12661717,UND,UND,UND
ERR1252038,UND,UND,UND
SRR12070722,UND,UND,UND
SRR959327,UND,UND,UND
ERR3489855,UND,UND,UND
SRR5017060,UND,UND,UND
ERR1889237,UND,UND,UND
ERR657620,UND,UND,UND
ERR1374466,UND,UND,UND
SRR11303035,UND,UND,UND
SRR12786065,UND,UND,UND
ERR1888743,UND,UND,UND
ERR1204487,UND,UND,UND
ERR667449,UND,UND,UND
SRR6654789,UND,UND,UND
SRR15783456,UND,UND,UND
SRR519746,UND,UND,UND
SRR9947426,UND,Medium,UND
SRR8530755,UND,UND,UND
SRR10125997,UND,UND,UND
SRR2959456,UND,UND,UND
SRR16894978,UND,UND,UND
ERR1414899,UND,UND,UND
SRR6654427,UND,UND,UND
ERR2723037,UND,UND,UND
SRR12149536,UND,UND,UND
SRR10974032,UND,UND,UND
SRR7280654,Low,UND,UND
SRR7410452,UND,UND,UND
SRR19761450,UND,UND,UND
ERR1125010,UND,UND,UND
SRR16299429,UND,UND,UND
ERR1730688,High,UND,UND
ERR1889612,UND,UND,UND
SRR11090045,UND,UND,UND
ERR2154751,UND,UND,UND
SRR11777167,UND,UND,UND
SRR9198731,UND,UND,UND
SRR2067882,UND,UND,Medium
SRR6249956,UND,UND,UND
ERR1888968,UND,UND,UND
ERR1373697,UND,UND,UND
SRR8526644,Medium,UND,UND
SRR13089282,Low,UND,UND
SRR6232245,UND,High,UND
SRR10862991,UND,UND,UND
SRR22404865,UND,UND,UND
ERR1416197,UND,UND,UND
ERR1407559,UND,UND,UND
ERR1426948,UND,UND,UND
ERR1216923,UND,UND,UND
SRR8106395,UND,UND,UND
SRR15646746,UND,UND,UND
ERR1099439,UND,UND,UND
ERR1426878,UND,UND,UND
ERR1821848,UND,UND,UND
SRR11448260,UND,High,UND
ERR1216515,UND,UND,UND
ERR999359,UND,UND,UND
SRR5837504,UND,UND,UND
SRR8928883,UND,UND,UND
ERR926031,UND,UND,UND
SRR12037464,UND,UND,UND
SRR8106370,UND,UND,UND
SRR1872719,UND,UND,UND
SRR14428546,UND,UND,UND
ERR738292,UND,UND,UND
ERR467071,UND,UND,UND
SRR1531457,UND,UND,UND
ERR1107917,UND,UND,UND
ERR1373570,UND,UND,UND
SRR6655150,UND,UND,UND
SRR10126234,UND,UND,UND
SRR13938355,UND,UND,UND
SRR1872203,UND,UND,UND
SRR11302388,UND,UND,UND
ERR963166,UND,UND,UND
DRR224545,UND,UND,UND
ERR958793,UND,UND,UND
SRR13374848,High,Medium,UND
ERR1108136,UND,UND,UND
SRR15813437,UND,UND,UND
SRR2125736,UND,UND,UND
SRR8106375,UND,UND,UND
SRR6469256,UND,UND,UND
SRR1062631,UND,UND,UND
SRR1872521,UND,UND,UND
ERR1374476,UND,UND,UND
SRR10010373,Medium,UND,UND
ERR573421,UND,UND,UND
ERR960959,UND,UND,UND
SRR10735827,High,UND,UND
ERR1124869,UND,UND,UND
ERR960317,UND,UND,UND
SRR9735192,UND,UND,UND
ERR871375,UND,UND,UND
SRR18927186,UND,UND,UND
SRR12661532,UND,UND,UND
ERR1215590,UND,UND,UND
SRR16299129,UND,UND,UND
ERR4029244,UND,UND,UND
SRR6020395,UND,UND,UND
ERR853772,UND,UND,UND
SRR6144825,Low,UND,UND
SRR870784,UND,UND,UND
SRR10974097,UND,UND,UND
ERR1414950,UND,UND,UND
ERR1889841,UND,UND,UND
ERR1124489,UND,UND,UND
SRR16299078,UND,UND,UND
SRR18220780,UND,UND,UND
SRR12424271,UND,UND,UND
ERR1218482,UND,UND,UND
SRR5921066,UND,Medium,Low
SRR1948295,UND,UND,UND
SRR1872211,UND,UND,UND
SRR13319605,UND,UND,UND
SRR12194854,UND,UND,UND
SRR7662047,UND,UND,UND
SRR17218116,UND,UND,UND
SRR5342772,UND,High,UND
SRR18220779,UND,UND,UND
SRR6654909,UND,UND,UND
ERR517959,UND,UND,UND
ERR1124481,UND,UND,UND
SRR15927825,UND,Low,UND
ERR1374250,UND,UND,UND
SRR18305957,UND,UND,UND
SRR1736714,UND,UND,UND
ERR2723967,UND,UND,UND
SRR6020433,UND,UND,UND
ERR590762,UND,UND,UND
SRR6654844,UND,UND,UND
SRR7757828,UND,UND,UND
SRR14213378,UND,UND,UND
ERR1692469,UND,UND,UND
ERR697844,UND,UND,UND
ERR959518,UND,UND,UND
ERR926033,UND,UND,UND
ERR1427067,UND,UND,UND
ERR2723683,UND,UND,UND
SRR10151865,UND,UND,UND
SRR1555593,UND,UND,UND
SRR1062563,UND,UND,UND
SRR8485411,UND,UND,UND
SRR15910151,High,UND,UND
SRR1872830,UND,UND,UND
SRR12340124,UND,UND,UND
SRR1821789,UND,Medium,UND
ERR960489,UND,UND,UND
SRR11302552,UND,UND,UND
SRR15390209,UND,UND,Medium
SRR519744,UND,UND,UND
ERR1821953,UND,UND,UND
SRR6654415,UND,UND,UND
ERR1414821,UND,UND,UND
ERR1821950,UND,UND,UND
SRR6468739,UND,UND,UND
SRR7749244,UND,UND,UND
SRR15036074,UND,UND,UND
SRR22805207,UND,UND,UND
ERR582938,UND,UND,UND
ERR1858036,Medium,UND,UND
SRR6261597,UND,UND,UND
SRR13234630,UND,UND,UND
SRR11777176,UND,UND,UND
SRR9198797,UND,UND,UND
SRR16299526,UND,UND,UND
ERR517906,UND,UND,UND
SRR1872395,UND,UND,UND
SRR15712671,UND,High,UND
SRR10916842,UND,UND,UND
ERR1857587,UND,UND,UND
SRR11577274,UND,UND,UND
SRR4199306,UND,UND,UND
SRR6334485,Medium,UND,UND
SRR7419834,UND,UND,UND
SRR8106705,UND,UND,UND
ERR517870,UND,UND,UND
SRR1062314,UND,UND,UND
SRR3207419,UND,UND,UND
SRR7089629,UND,UND,UND
ERR1374676,UND,UND,UND
ERR4691984,UND,UND,UND
SRR1062326,UND,UND,UND
ERR1888483,UND,UND,UND
SRR12661805,UND,UND,UND
SRR8788655,UND,UND,UND
ERR1858125,UND,UND,UND
ERR1205231,UND,UND,UND
SRR10070540,UND,UND,UND
ERR1415252,UND,UND,UND
ERR1621539,UND,UND,UND
SRR1872238,UND,UND,UND
SRR12749598,UND,UND,UND
SRR14573852,Medium,Low,UND
SRR8883879,UND,UND,UND
SRR19571674,UND,UND,UND
ERR960282,UND,UND,UND
SRR8883739,UND,UND,UND
SRR12654001,UND,UND,UND
SRR16298967,UND,UND,UND
ERR1889835,UND,UND,UND
ERR960138,UND,UND,UND
SRR12070741,UND,UND,UND
SRR17077506,UND,UND,UND
SRR10117589,Low,UND,UND
ERR1415178,UND,UND,UND
SRR13998188,UND,UND,UND
ERR659878,UND,UND,UND
ERR1889413,UND,UND,UND
ERR1374129,UND,UND,UND
SRR13429151,UND,UND,UND
ERR1216512,UND,UND,UND
ERR1821849,UND,UND,UND
ERR2154663,UND,UND,UND
ERR1889106,UND,UND,UND
