SRA_run_accession,ZfPV,zpico,zpoxv
ERR405181,UND,UND,UND
SRR17183787,UND,UND,UND
SRR10735824,UND,UND,UND
SRR11926636,High,UND,Low
DRR029941,UND,Low,UND
SRR13234639,UND,UND,UND
ERR1203503,UND,UND,UND
SRR2239193,UND,UND,UND
ERR1757732,UND,UND,UND
ERR1730755,UND,UND,UND
SRR14923988,UND,UND,UND
SRR8109598,UND,UND,UND
ERR1215722,UND,UND,UND
SRR10215487,UND,UND,UND
SRR5341528,UND,UND,UND
SRR6250172,UND,UND,UND
ERR1108752,UND,UND,UND
SRR9159931,UND,UND,UND
ERR1374692,UND,UND,UND
ERR959253,UND,UND,UND
ERR1621369,UND,UND,UND
SRR12287379,UND,UND,UND
SRR11858756,UND,UND,UND
SRR8383309,UND,UND,UND
ERR517957,UND,UND,UND
SRR5626509,UND,UND,UND
SRR6469469,UND,UND,UND
SRR9058966,UND,UND,UND
SRR8928930,UND,UND,UND
ERR594449,UND,UND,UND
ERR4910720,UND,UND,UND
SRR7410443,UND,UND,UND
SRR11303251,UND,UND,UND
ERR1888123,UND,UND,UND
ERR1821745,UND,UND,UND
ERR1124618,UND,UND,UND
SRR5683296,UND,UND,UND
ERR670991,UND,UND,UND
SRR1524247,UND,UND,UND
SRR11303216,UND,UND,UND
SRR1062710,UND,UND,UND
SRR1872704,UND,UND,UND
SRR16299054,UND,UND,UND
SRR14217699,UND,UND,UND
SRR9610846,Low,UND,UND
ERR1888160,UND,UND,UND
SRR22044639,Medium,Medium,UND
SRR10753237,UND,UND,UND
ERR659971,UND,UND,UND
ERR1414939,UND,UND,UND
SRR12661921,UND,UND,UND
SRR11302369,UND,UND,UND
ERR960739,UND,UND,UND
SRR10152017,UND,UND,UND
SRR15910172,High,UND,UND
ERR5858456,UND,UND,UND
ERR1215908,UND,UND,UND
SRR8305626,UND,UND,UND
SRR1872234,UND,UND,UND
SRR12464086,UND,UND,UND
ERR1205342,UND,UND,UND
SRR17497219,UND,UND,UND
SRR6890899,UND,UND,UND
SRR10070690,UND,UND,UND
SRR7662084,UND,UND,UND
ERR1374599,UND,UND,UND
SRR14456968,UND,UND,UND
SRR7662017,UND,UND,UND
SRR7089637,UND,UND,UND
ERR1757742,UND,UND,UND
SRR13115080,UND,UND,UND
ERR1427131,UND,UND,UND
SRR2927821,UND,UND,UND
SRR6268091,UND,UND,UND
ERR2723824,UND,UND,UND
ERR1407670,UND,UND,UND
ERR2723527,UND,UND,UND
SRR20002727,UND,UND,UND
SRR10741398,Low,UND,UND
SRR6251100,UND,UND,UND
ERR716744,UND,UND,UND
SRR15048134,UND,UND,UND
SRR12661867,UND,UND,UND
SRR12340455,UND,UND,UND
ERR1205381,UND,UND,UND
SRR17745581,UND,UND,UND
ERR1374117,UND,UND,UND
SRR12037369,UND,UND,UND
SRR9674260,UND,UND,UND
SRR6468787,UND,UND,UND
SRR1872164,UND,UND,UND
ERR999528,UND,UND,UND
ERR1373643,UND,UND,UND
SRR10151818,UND,UND,UND
SRR10151859,UND,UND,UND
SRR11303234,UND,UND,UND
ERR1122803,UND,UND,UND
ERR2722982,UND,UND,UND
ERR1757504,UND,UND,UND
SRR11873957,UND,UND,UND
SRR3381763,UND,UND,High
SRR1872228,UND,UND,UND
SRR1821826,UND,UND,UND
SRR13972087,UND,UND,UND
SRR5382030,UND,UND,UND
ERR1621439,UND,UND,UND
SRR8173226,UND,UND,UND
ERR1204307,UND,UND,UND
SRR6020374,UND,UND,UND
SRR3381802,UND,UND,UND
SRR8788669,UND,UND,UND
ERR960543,UND,UND,UND
ERR853553,UND,UND,UND
SRR15662002,UND,Medium,UND
SRR8298677,UND,UND,UND
ERR667476,UND,UND,UND
ERR3446749,UND,UND,UND
ERR1757477,UND,UND,UND
SRR7268851,UND,UND,UND
ERR1099450,UND,UND,UND
SRR11214383,UND,UND,UND
SRR13998265,UND,UND,UND
ERR1124816,UND,UND,UND
ERR959855,UND,UND,UND
SRR2025058,UND,UND,UND
ERR1892061,UND,UND,UND
SRR13074861,UND,UND,UND
ERR1374474,UND,UND,UND
SRR10038908,UND,UND,UND
SRR8787725,UND,UND,UND
ERR830313,UND,UND,UND
SRR6469155,UND,UND,UND
SRR11302508,UND,UND,UND
ERR1442576,UND,UND,UND
SRR22420220,UND,UND,UND
ERR022487,Medium,UND,UND
ERR1205375,UND,UND,UND
ERR2723864,UND,UND,UND
SRR6020397,UND,UND,UND
ERR1205362,UND,UND,UND
ERR1427054,UND,UND,UND
SRR9622330,UND,UND,UND
SRR12037354,UND,UND,UND
SRR12194813,UND,UND,UND
ERR1821637,UND,UND,UND
ERR1857879,UND,UND,UND
ERR1857773,UND,UND,UND
ERR853715,UND,UND,UND
SRR13646738,UND,UND,UND
ERR517950,UND,UND,UND
ERR999552,UND,UND,UND
SRR16518316,UND,UND,UND
ERR2723700,UND,UND,UND
ERR959071,UND,UND,UND
ERR517875,UND,UND,UND
SRR10989893,UND,UND,UND
SRR10215491,UND,UND,UND
ERR1821727,UND,UND,UND
SRR1872408,UND,UND,UND
SRR8137048,UND,UND,UND
ERR1889563,UND,UND,UND
ERR1204342,UND,UND,UND
SRR6176728,UND,UND,UND
SRR14703462,UND,UND,UND
SRR3498288,UND,UND,UND
SRR3679520,UND,UND,UND
SRR12060553,UND,UND,UND
SRR12194968,UND,UND,UND
SRR5342777,UND,Low,Low
ERR1415225,UND,UND,UND
ERR1889569,UND,UND,UND
ERR1889718,UND,UND,UND
SRR14367978,Low,UND,UND
SRR12436802,UND,UND,UND
SRR6654853,UND,UND,UND
SRR3231361,UND,UND,UND
SRR6996532,UND,UND,UND
SRR17547492,UND,UND,UND
SRR8135938,UND,UND,UND
SRR12037329,UND,UND,UND
SRR11303125,UND,UND,UND
SRR8106272,UND,UND,UND
SRR1872146,UND,UND,UND
SRR3342389,UND,UND,UND
SRR15236525,UND,UND,UND
ERR958849,UND,UND,UND
SRR18687233,UND,UND,UND
SRR6469425,UND,UND,UND
SRR6250362,UND,UND,UND
ERR1475558,UND,UND,UND
SRR13447014,UND,UND,UND
ERR926044,UND,UND,UND
ERR1122829,UND,UND,UND
ERR2723430,UND,UND,UND
SRR9159939,UND,UND,UND
SRR11303241,UND,UND,UND
ERR1888826,UND,UND,UND
ERR667428,UND,UND,UND
SRR8936997,UND,UND,UND
ERR1888606,UND,UND,UND
SRR12661762,UND,UND,UND
ERR492379,UND,UND,UND
SRR6655182,UND,UND,UND
SRR6468852,UND,UND,UND
SRR12194883,UND,UND,UND
ERR1888501,UND,UND,UND
ERR2723267,UND,UND,UND
SRR11186463,UND,UND,UND
SRR10127672,Low,UND,UND
ERR1416091,UND,UND,UND
SRR16973883,UND,UND,UND
ERR1857890,UND,UND,UND
SRR19764255,UND,UND,UND
SRR7268845,UND,UND,UND
SRR1872725,UND,UND,UND
ERR999342,UND,UND,UND
SRR3179614,UND,UND,UND
ERR697900,UND,UND,UND
SRR8305613,UND,UND,UND
SRR7905389,UND,UND,UND
SRR6469484,UND,UND,UND
SRR6655200,UND,UND,UND
SRR15564534,UND,UND,UND
ERR1215788,UND,UND,UND
SRR6654333,UND,UND,UND
SRR17547537,UND,UND,UND
SRR16494150,UND,UND,UND
ERR2723661,UND,UND,UND
ERR1888774,UND,UND,UND
ERR1821944,UND,UND,UND
SRR14217691,Medium,UND,UND
SRR14272174,UND,UND,UND
ERR1204621,UND,UND,UND
SRR13646807,UND,UND,UND
SRR8787627,UND,UND,UND
SRR10974046,UND,UND,UND
ERR960901,UND,UND,UND
SRR8883825,UND,UND,UND
SRR2750979,Low,UND,UND
SRR9198787,UND,UND,UND
SRR3183438,UND,UND,UND
ERR1374706,UND,UND,UND
SRR16681982,UND,UND,UND
ERR853618,UND,UND,UND
SRR9198888,UND,UND,UND
SRR11909492,UND,UND,UND
ERR1374201,UND,UND,UND
SRR5893049,UND,UND,UND
SRR18056679,UND,UND,UND
SRR17400065,UND,UND,UND
ERR2723666,UND,UND,UND
ERR1475642,UND,UND,UND
SRR6250346,UND,UND,UND
SRR7749234,UND,UND,UND
ERR1730726,UND,UND,UND
ERR1374793,UND,UND,UND
SRR6654446,UND,UND,UND
SRR22825766,UND,UND,UND
SRR6655112,UND,UND,UND
ERR2723945,UND,UND,UND
SRR21773954,UND,UND,UND
SRR11302747,UND,UND,UND
ERR2723004,UND,UND,UND
DRR162480,UND,UND,UND
ERR1888785,UND,UND,UND
ERR1620404,UND,UND,UND
ERR1216777,UND,UND,UND
SRR5921155,UND,UND,Medium
SRR8883849,UND,UND,UND
SRR1265764,UND,UND,High
SRR1872078,UND,UND,UND
ERR1099501,UND,UND,UND
ERR1374408,UND,UND,UND
SRR11302652,UND,UND,UND
SRR13426330,UND,UND,UND
SRR9881612,UND,UND,UND
ERR1107905,UND,UND,UND
SRR6249975,UND,UND,UND
ERR1373414,UND,UND,UND
ERR1124794,UND,UND,UND
SRR10204639,UND,UND,UND
SRR1871941,UND,UND,UND
ERR1374517,UND,UND,UND
SRR14703456,UND,UND,UND
ERR1889825,UND,UND,UND
ERR780040,UND,UND,UND
SRR8816379,UND,UND,UND
SRR870941,UND,UND,UND
ERR1427253,UND,UND,UND
SRR12774399,UND,UND,UND
SRR6908608,UND,UND,UND
SRR1039869,UND,UND,UND
ERR1069094,UND,UND,UND
SRR9331656,UND,UND,UND
SRR10070595,UND,UND,UND
SRR11302955,UND,UND,UND
SRR6451496,UND,UND,UND
SRR15927837,UND,Medium,UND
SRR10989888,UND,UND,UND
SRR18516715,UND,UND,UND
SRR1062369,UND,UND,UND
SRR7252510,UND,UND,UND
SRR16298962,UND,UND,UND
ERR1204561,UND,UND,UND
SRR1188162,UND,UND,UND
SRR6289673,UND,UND,UND
ERR959665,UND,UND,UND
ERR698018,UND,UND,UND
ERR1415402,UND,UND,UND
ERR1415446,UND,UND,UND
ERR1122699,UND,UND,UND
ERR1069125,UND,UND,UND
ERR925737,UND,UND,UND
ERR853548,UND,UND,UND
ERR853773,UND,UND,UND
SRR13998189,UND,UND,UND
SRR14703463,UND,UND,UND
SRR14217678,UND,UND,UND
SRR998911,UND,UND,UND
SRR13429039,UND,UND,UND
ERR1124456,UND,UND,UND
SRR6268163,UND,UND,UND
ERR853658,UND,UND,UND
ERR1108151,UND,UND,UND
SRR5270229,UND,UND,UND
ERR998418,UND,UND,UND
SRR10863019,UND,UND,UND
ERR1857863,UND,UND,UND
SRR13602442,UND,UND,UND
SRR12037488,UND,UND,UND
ERR780027,UND,UND,UND
ERR659923,UND,UND,UND
ERR1816525,UND,UND,UND
ERR963197,UND,UND,UND
SRR16905266,UND,UND,UND
SRR6654419,UND,UND,UND
ERR2723909,UND,UND,UND
ERR1442709,UND,UND,UND
SRR1551799,UND,UND,UND
SRR8788660,UND,UND,UND
ERR1816544,UND,UND,UND
ERR959923,UND,UND,UND
ERR1204356,UND,UND,UND
ERR1857711,UND,UND,UND
SRR8135943,UND,UND,UND
SRR17219887,UND,UND,UND
ERR959869,UND,UND,UND
ERR2723682,UND,UND,UND
SRR11302790,UND,UND,UND
SRR5921050,UND,UND,UND
ERR1821491,UND,UND,UND
ERR697913,UND,UND,UND
ERR1374699,UND,UND,UND
ERR1107989,UND,UND,UND
SRR5921051,UND,UND,Medium
ERR1821666,UND,UND,UND
ERR1730526,UND,UND,UND
ERR1124736,UND,UND,UND
SRR7789540,UND,UND,UND
SRR7419829,UND,UND,UND
ERR1395899,UND,UND,UND
ERR853810,UND,UND,UND
SRR11873958,UND,UND,UND
SRR6032093,UND,UND,UND
ERR1621558,UND,UND,UND
ERR1395954,UND,UND,UND
SRR17600936,UND,UND,UND
SRR20958389,UND,UND,UND
SRR10735809,UND,UND,UND
ERR1415032,UND,UND,UND
ERR1889481,UND,UND,UND
ERR1124444,UND,High,UND
SRR10990403,UND,UND,UND
SRR1871994,UND,UND,UND
ERR960321,UND,UND,UND
SRR1872196,UND,UND,UND
SRR7905376,UND,UND,UND
SRR17691946,UND,UND,UND
ERR1374443,UND,UND,UND
SRR11785632,UND,UND,UND
SRR8928837,UND,UND,UND
ERR2723652,UND,UND,UND
SRR12201312,UND,UND,UND
SRR11114775,UND,UND,UND
ERR1427362,UND,UND,UND
SRR10753220,UND,UND,UND
SRR5921035,Low,Low,Medium
SRR12037457,UND,UND,UND
SRR7749223,UND,UND,UND
SRR2834973,UND,UND,Medium
ERR959933,UND,UND,UND
SRR11080817,Medium,UND,UND
ERR1374459,UND,UND,UND
ERR998138,UND,UND,UND
SRR2087764,UND,UND,UND
SRR11302949,UND,UND,UND
SRR11542104,UND,UND,UND
ERR1426889,UND,UND,UND
ERR959901,UND,UND,UND
SRR14217689,Low,UND,UND
ERR1857816,UND,UND,UND
SRR13938362,UND,UND,UND
SRR1062745,UND,UND,UND
SRR1062640,UND,UND,UND
SRR11302980,UND,UND,UND
ERR1125039,UND,UND,UND
SRR13759092,UND,UND,UND
ERR1415390,UND,UND,UND
SRR8787718,UND,UND,UND
ERR999314,UND,UND,UND
ERR1889450,UND,UND,UND
SRR7410474,High,UND,UND
SRR12060550,UND,UND,UND
SRR1062333,UND,UND,UND
SRR12964274,High,UND,UND
ERR1442884,UND,UND,UND
ERR1124779,UND,UND,UND
SRR7662110,UND,UND,UND
SRR11302284,UND,UND,UND
ERR9077191,UND,UND,UND
ERR1757432,UND,UND,UND
SRR10863011,UND,UND,UND
ERR1215733,UND,UND,UND
ERR492303,UND,UND,UND
ERR998152,UND,UND,UND
SRR9058964,UND,UND,UND
SRR535978,UND,UND,UND
ERR1427179,UND,UND,UND
SRR13706181,UND,UND,UND
SRR7909902,UND,UND,UND
SRR6468806,UND,UND,UND
ERR1821908,UND,UND,UND
SRR16299311,UND,UND,UND
SRR11302847,UND,UND,UND
SRR11303340,UND,UND,UND
ERR960383,UND,UND,UND
ERR854840,UND,UND,UND
SRR13979058,UND,UND,UND
SRR5579865,UND,UND,UND
ERR1289933,UND,UND,UND
ERR2723051,UND,UND,UND
SRR22805247,UND,UND,UND
ERR517895,UND,UND,UND
SRR7947902,Medium,Low,Low
ERR960536,UND,UND,UND
SRR2751016,UND,Low,UND
SRR8784179,UND,UND,UND
SRR8599806,UND,UND,UND
ERR525360,UND,UND,UND
ERR1889134,UND,UND,UND
ERR2146951,UND,UND,UND
SRR12578024,UND,UND,UND
SRR5125629,UND,UND,UND
ERR1108767,UND,UND,UND
SRR19846950,UND,UND,UND
SRR21518686,UND,UND,UND
SRR2168750,UND,UND,UND
ERR9787514,UND,UND,UND
ERR1427231,UND,UND,UND
SRR11302919,UND,UND,UND
ERR1216383,UND,UND,UND
SRR19178791,UND,UND,UND
ERR963118,UND,UND,UND
SRR2392494,UND,UND,UND
SRR891511,UND,UND,UND
SRR7162663,UND,UND,UND
SRR13115046,UND,UND,Medium
SRR8106523,UND,UND,UND
SRR6655093,UND,UND,UND
SRR1872732,UND,UND,UND
SRR6469350,UND,UND,UND
SRR6654286,UND,UND,UND
ERR960870,UND,UND,UND
SRR11309040,UND,UND,UND
ERR1374491,UND,UND,UND
DRR334973,UND,UND,UND
SRR363984,UND,UND,UND
ERR1108045,UND,UND,UND
SRR12661650,UND,UND,UND
ERR959822,UND,UND,UND
SRR8106628,UND,UND,UND
ERR1204614,UND,UND,UND
SRR11427213,UND,UND,UND
SRR18508137,UND,UND,UND
ERR7720654,UND,UND,UND
SRR8787578,UND,UND,UND
SRR11206260,UND,UND,UND
SRR11303192,UND,UND,UND
SRR12340479,UND,UND,UND
SRR13011471,UND,UND,UND
ERR1442584,UND,UND,UND
SRR10010359,High,UND,UND
SRR10126065,UND,UND,UND
ERR853631,UND,UND,UND
ERR1124935,UND,UND,UND
SRR20958393,UND,UND,UND
ERR1706517,UND,UND,UND
ERR1373712,UND,UND,UND
ERR1857671,UND,UND,UND
SRR5818011,UND,UND,UND
SRR17846333,UND,UND,UND
SRR7947925,Low,UND,UND
SRR13839971,UND,UND,UND
SRR12874635,UND,UND,UND
ERR1416108,UND,UND,UND
ERR984488,UND,UND,UND
ERR1857655,UND,UND,UND
SRR5810698,UND,UND,UND
ERR1216085,UND,UND,UND
ERR7720646,UND,UND,UND
ERR7131145,UND,UND,Low
ERR1204629,UND,UND,UND
ERR1108538,UND,UND,UND
ERR1251920,UND,UND,UND
ERR1427204,UND,UND,UND
SRR16195451,UND,UND,UND
SRR1872168,UND,UND,UND
SRR19641894,UND,UND,UND
ERR1889777,UND,UND,UND
ERR1730737,UND,UND,UND
ERR853581,UND,UND,UND
SRR10974073,UND,UND,UND
ERR871570,UND,UND,UND
SRR8787757,UND,UND,UND
SRR2146371,UND,UND,UND
SRR6025586,UND,UND,UND
SRR10152005,UND,UND,UND
ERR10180592,UND,UND,Low
SRR6469460,UND,UND,UND
SRR6469870,UND,UND,UND
SRR7749232,UND,UND,UND
ERR1888471,UND,UND,UND
SRR12436769,UND,UND,UND
SRR5961764,UND,UND,UND
SRR6250344,UND,UND,UND
SRR15711649,UND,UND,UND
SRR11302579,UND,UND,UND
SRR12661698,UND,UND,UND
SRR13149768,UND,Medium,UND
ERR2402430,UND,UND,UND
ERR959911,UND,UND,UND
ERR2723457,UND,UND,UND
ERR959481,UND,UND,UND
SRR8106469,UND,UND,UND
ERR1757637,UND,UND,UND
SRR17210888,UND,UND,UND
ERR1891686,UND,UND,UND
ERR1215916,UND,UND,UND
ERR999370,UND,UND,UND
ERR999349,UND,UND,UND
SRR6249960,UND,UND,UND
SRR6468820,UND,UND,UND
SRR10151791,UND,UND,UND
SRR10550513,UND,UND,UND
ERR1374392,UND,UND,UND
ERR1730712,UND,UND,UND
ERR1407648,UND,UND,UND
SRR6176714,UND,UND,UND
ERR999352,UND,UND,UND
SRR5810700,UND,UND,UND
SRR7886617,UND,UND,UND
SRR2835255,UND,UND,UND
SRR9966398,UND,UND,UND
SRR22747849,UND,UND,UND
ERR1216345,UND,UND,UND
ERR1294275,UND,UND,Medium
ERR4091980,UND,UND,UND
SRR7063575,UND,UND,UND
SRR3932200,UND,UND,UND
ERR1216493,UND,UND,UND
ERR411517,UND,UND,UND
SRR6289700,UND,UND,UND
ERR999290,UND,UND,UND
DRR189397,UND,Medium,Low
SRR10070539,UND,UND,UND
ERR1373411,UND,UND,UND
SRR13646787,UND,UND,UND
ERR1122704,UND,UND,UND
ERR1373691,UND,UND,UND
ERR1757540,UND,UND,UND
SRR959362,UND,UND,UND
ERR1374631,UND,UND,UND
ERR871324,UND,UND,UND
SRR7905395,UND,UND,UND
SRR12492984,UND,UND,UND
SRR3231346,UND,UND,UND
SRR5810722,UND,UND,UND
SRR10126288,UND,UND,UND
SRR6469049,UND,UND,UND
ERR1408806,UND,UND,UND
SRR11951240,UND,UND,UND
SRR3679549,UND,UND,UND
SRR14428595,UND,UND,UND
SRR2025020,UND,UND,UND
ERR1757404,UND,UND,UND
SRR1872785,UND,UND,UND
ERR962968,UND,UND,UND
ERR959070,UND,UND,UND
ERR1888105,UND,UND,UND
ERR1410111,UND,UND,UND
SRR11040638,UND,UND,UND
ERR657610,UND,UND,UND
SRR10511876,High,UND,UND
ERR716848,UND,UND,UND
SRR10737690,UND,UND,UND
ERR853806,UND,UND,UND
SRR8787726,UND,UND,UND
ERR492290,UND,UND,UND
SRR6469554,UND,UND,UND
ERR1889731,UND,UND,UND
SRR6469610,UND,UND,UND
ERR1215918,UND,UND,UND
ERR596616,UND,UND,UND
SRR14923997,UND,UND,UND
SRR11302945,UND,UND,UND
ERR1410217,UND,UND,UND
ERR1475644,UND,UND,UND
SRR2226742,UND,UND,UND
ERR960306,UND,UND,UND
ERR1888546,UND,UND,UND
SRR11039790,UND,UND,UND
ERR1069128,UND,UND,UND
SRR12287393,UND,UND,UND
ERR1889299,UND,UND,UND
SRR9906816,UND,UND,UND
SRR10117539,UND,UND,UND
ERR718630,UND,UND,UND
SRR11862830,UND,UND,UND
SRR11448263,UND,UND,UND
ERR2723316,UND,UND,UND
ERR1414883,UND,UND,UND
SRR6250197,UND,UND,UND
SRR19641893,UND,UND,UND
ERR960273,UND,UND,UND
SRR11302272,UND,UND,UND
ERR7132865,UND,UND,UND
ERR2723732,UND,UND,UND
ERR1396813,UND,UND,UND
SRR17247008,UND,UND,Low
SRR6469348,UND,UND,UND
ERR960575,UND,UND,UND
ERR1821982,UND,UND,UND
ERR1888740,UND,UND,UND
SRR1872230,UND,UND,UND
ERR1621412,UND,UND,UND
ERR1889140,UND,UND,UND
SRR16299482,UND,UND,UND
SRR3159073,UND,UND,UND
ERR716767,UND,UND,UND
SRR8106710,UND,UND,UND
SRR6176707,UND,UND,UND
SRR1039865,UND,UND,UND
SRR13181588,UND,UND,UND
SRR12037422,UND,UND,UND
SRR2968462,UND,UND,UND
SRR12661725,UND,UND,UND
SRR6020434,UND,UND,UND
SRR6020319,UND,UND,UND
SRR1062797,UND,UND,UND
SRR1062625,UND,UND,UND
SRR17248535,UND,High,UND
SRR17604946,UND,UND,UND
ERR999406,UND,UND,UND
SRR1872731,UND,UND,UND
SRR392109,UND,UND,UND
SRR8928867,UND,UND,UND
SRR5810843,UND,UND,UND
SRR18885356,UND,Medium,Medium
ERR1857776,UND,UND,UND
ERR1373677,UND,UND,UND
SRR516546,UND,UND,UND
ERR1892057,UND,UND,UND
ERR960395,UND,UND,UND
SRR18516723,UND,UND,UND
SRR10070797,UND,UND,UND
ERR1431980,UND,UND,UND
SRR14217587,UND,UND,UND
SRR11303289,UND,UND,UND
SRR6250332,UND,UND,UND
ERR962905,UND,UND,UND
SRR8959882,UND,UND,UND
SRR9211489,UND,UND,UND
SRR15036076,UND,UND,UND
SRR10010369,High,UND,UND
ERR1373777,UND,UND,UND
SRR17731344,UND,UND,UND
SRR1872498,UND,UND,UND
ERR871338,UND,UND,UND
ERR1442780,UND,UND,UND
ERR1204312,UND,UND,UND
SRR9022962,UND,UND,UND
ERR1857907,UND,UND,UND
ERR2723105,UND,UND,UND
SRR6144827,Medium,UND,UND
ERR525342,UND,UND,UND
SRR11537841,Low,UND,UND
ERR999570,UND,UND,UND
SRR21528735,UND,UND,UND
SRR2146365,UND,UND,UND
ERR959633,UND,UND,UND
ERR4968948,UND,UND,UND
SRR5810827,UND,UND,UND
SRR2180293,UND,UND,UND
ERR1252124,UND,UND,UND
SRR9336420,UND,UND,UND
SRR3083707,UND,UND,Low
SRR11427372,UND,UND,UND
ERR1107980,UND,UND,UND
ERR958837,UND,UND,UND
SRR1523212,UND,UND,UND
SRR2179997,UND,UND,UND
ERR1108082,UND,UND,UND
ERR960837,UND,UND,UND
SRR22129114,UND,UND,UND
ERR667621,UND,UND,UND
SRR9850650,UND,UND,UND
ERR853766,UND,UND,UND
SRR12569151,UND,UND,UND
SRR22018572,UND,UND,UND
ERR1426959,UND,UND,UND
SRR10887492,UND,UND,UND
ERR1888373,UND,UND,UND
SRR7789625,UND,UND,UND
SRR10127660,Low,UND,UND
SRR10126199,UND,UND,UND
SRR6250323,UND,UND,UND
SRR14217726,UND,UND,UND
ERR232312,UND,UND,UND
ERR1730631,UND,UND,UND
ERR1373659,UND,UND,UND
SRR870883,UND,UND,UND
ERR1889302,UND,UND,UND
ERR9077184,UND,High,UND
SRR12125388,UND,UND,UND
ERR1374828,UND,UND,UND
SRR6469345,UND,UND,UND
SRR870726,UND,UND,UND
ERR1427136,UND,UND,UND
ERR1374821,UND,UND,UND
SRR13789073,UND,UND,UND
ERR960011,UND,UND,UND
SRR3381836,Medium,UND,High
ERR697872,UND,UND,UND
ERR657567,UND,UND,UND
ERR960743,UND,UND,UND
SRR7613124,UND,UND,UND
ERR573423,UND,UND,UND
SRR7789606,UND,UND,UND
SRR17210892,UND,UND,UND
SRR5127963,UND,UND,UND
SRR8788642,UND,UND,UND
SRR9849201,Medium,UND,UND
SRR6469596,UND,UND,UND
SRR15036066,UND,UND,UND
ERR1415197,UND,UND,UND
ERR2723386,UND,UND,UND
ERR1889149,UND,UND,UND
ERR999563,UND,UND,UND
SRR9947424,UND,Low,UND
ERR871536,UND,UND,UND
SRR10151974,UND,UND,UND
ERR1107938,UND,UND,UND
ERR853774,UND,UND,UND
SRR5961763,UND,UND,UND
SRR10490657,UND,UND,UND
SRR8788672,UND,UND,UND
ERR1124790,UND,UND,UND
ERR960234,UND,UND,UND
SRR5893075,UND,UND,UND
ERR1124910,UND,UND,UND
ERR2154651,UND,UND,UND
ERR2723677,UND,UND,UND
SRR9849200,Medium,UND,UND
ERR1888579,UND,UND,UND
ERR2722972,UND,UND,UND
SRR1062577,UND,UND,UND
SRR6469707,UND,UND,UND
SRR1010324,UND,UND,UND
ERR1888444,UND,UND,UND
SRR1062762,UND,UND,UND
SRR7410403,UND,UND,UND
SRR10151635,UND,UND,UND
SRR10863014,UND,UND,UND
ERR1108504,UND,UND,UND
SRR19364731,UND,UND,UND
ERR492365,UND,UND,UND
SRR1872780,UND,UND,UND
ERR1415034,UND,UND,UND
ERR1816570,UND,UND,UND
SRR8117643,UND,UND,UND
ERR1730660,UND,UND,UND
ERR657601,UND,UND,UND
SRR10151845,UND,UND,UND
SRR5921090,UND,UND,UND
ERR1889648,UND,UND,UND
ERR667463,UND,UND,UND
ERR2723744,UND,UND,UND
ERR3838747,UND,UND,UND
SRR8784151,UND,UND,UND
ERR1124718,UND,UND,UND
ERR871318,UND,UND,UND
ERR1620429,UND,UND,UND
ERR1620422,UND,UND,UND
SRR19761452,UND,UND,UND
SRR18352681,UND,UND,UND
SRR13015610,UND,UND,UND
ERR959036,UND,UND,UND
ERR1374169,UND,UND,UND
SRR6469039,UND,UND,UND
SRR1265757,UND,UND,UND
ERR3266364,UND,UND,UND
SRR10126157,UND,UND,UND
ERR1427042,UND,UND,UND
SRR10070739,UND,UND,UND
ERR1204490,UND,UND,UND
ERR1215752,UND,UND,UND
ERR596652,UND,UND,UND
SRR6654802,UND,UND,UND
SRR8383310,UND,UND,UND
SRR3498292,UND,UND,UND
SRR9674251,UND,UND,UND
ERR1891661,UND,UND,UND
ERR853616,UND,UND,UND
ERR2146928,UND,UND,UND
ERR2723139,UND,UND,UND
ERR1252047,UND,UND,UND
ERR1821488,UND,UND,UND
SRR11303152,UND,UND,UND
ERR1888897,UND,UND,UND
ERR1858021,UND,UND,UND
SRR1821815,UND,UND,UND
ERR1888718,UND,UND,UND
ERR1216065,UND,UND,UND
ERR7132860,UND,UND,UND
SRR8135916,UND,UND,UND
SRR12933784,UND,UND,UND
SRR1872163,UND,UND,UND
SRR5822001,UND,UND,UND
ERR1205127,UND,UND,UND
ERR689847,UND,Medium,UND
SRR6025599,UND,UND,UND
SRR10126287,UND,UND,UND
SRR3342388,UND,UND,Low
SRR10312406,UND,UND,UND
SRR11206278,UND,UND,UND
ERR1216783,UND,UND,UND
SRR9674231,UND,UND,UND
SRR7892024,UND,UND,UND
SRR3166934,UND,UND,UND
ERR1408779,UND,UND,UND
ERR1821743,UND,UND,UND
SRR6469467,UND,UND,UND
SRR16299528,UND,UND,UND
SRR9622332,Medium,UND,UND
SRR19086704,UND,UND,UND
SRR7641832,UND,UND,UND
SRR10010360,High,UND,UND
SRR392980,UND,UND,UND
SRR9735189,UND,UND,UND
SRR7008297,UND,UND,UND
SRR12194809,UND,UND,UND
SRR13972069,UND,UND,UND
ERR1251977,UND,UND,UND
ERR925708,UND,UND,UND
SRR11801335,UND,UND,UND
SRR1871967,UND,UND,UND
SRR6469806,UND,UND,UND
SRR10862998,UND,UND,UND
ERR1442832,UND,UND,UND
ERR968089,UND,UND,UND
SRR7535403,Low,UND,UND
ERR1888808,UND,UND,UND
ERR1215797,UND,UND,UND
SRR1265745,UND,UND,UND
SRR6654368,UND,UND,UND
ERR1857866,UND,UND,UND
ERR1108142,UND,UND,UND
ERR7720657,UND,UND,UND
SRR1821849,UND,UND,UND
ERR871447,UND,UND,UND
