SRA_run_accession,ZfPV,zpico,zpoxv,reads
ERR925730,,,,1267406
SRR6170100,,,,31900187
SRR13388650,,,,71868522
SRR17604934,,,,7985747
SRR8888291,,,,40735903
ERR1821945,,,,1983199
SRR7410438,,,,17668375
SRR17239191,,,,19236492
SRR3166928,,,,1400201
ERR999326,,,,9092
ERR962971,,,,12970
SRR7119824,,,,138664
ERR1889608,,,,98626
ERR2723461,,,,477667
ERR1891730,,,,5617419
SRR13693865,,,,206559066
ERR1374836,,,,390
SRR3083710,,,,34022155
SRR9849204,4.0,,,33152086
ERR1475627,,,,1311651
SRR1872501,,,,344774
ERR1475790,,,,894166
ERR999272,,,,6662
ERR968073,,,,1840834
SRR6811831,,,,127675
ERR1889727,,,,489021
SRR9850659,,,,1864258
SRR19627918,,,,18634284
SRR5482151,,9.0,,223237168
SRR8787637,,,,1879735
ERR657606,,,,2856805
SRR12493009,,,,26308127
ERR1205287,,,,3994
ERR1216947,,,,18668273
SRR5127971,,,,31287855
DRR162510,,,,3516970
SRR11427236,,,,28958494
SRR3166933,,,,511952
ERR1621584,,,,812397
SRR6655322,,,,310671
ERR1252237,,,,1504231
ERR960673,,,,10170
SRR8867573,,,,18323849
ERR659913,,,,1694986
SRR10887573,,,,352906
SRR6468991,,,,941905
SRR16299289,,,,583689
SRR18820771,,,,47223356
SRR5251441,,,,10577756
ERR202547,,,,366512
ERR697951,,,,2047627
ERR959469,,,,106
SRR1871931,,,,61
ERR1426845,,,,682331
ERR1891697,,,,5454802
ERR5236195,,,,21610982
ERR1416121,,,,965421
SRR13181521,,,,18055652
ERR670995,,,,3103897
SRR9336408,,338.0,,28325447
ERR7131142,,,,10004851
SRR12774377,,,,93416041
SRR6469715,,,,513197
ERR1373637,,,,693707
ERR697896,,,,932444
SRR14217730,,,,25361527
SRR5163105,,,,21198962
SRR9849213,,,,16962249
ERR1427094,,,,792661
SRR20869075,,,,11343570
ERR1122839,,,,2140914
SRR11302368,,,,428343
SRR1872771,,,,336036
DRR224552,,,,78675494
SRR14272176,,,,26862096
ERR1427041,,,,80622
ERR1475698,,,,1112526
SRR10106419,,,,32880300
ERR854862,,,,1683871
ERR1475758,,,,950853
ERR1108754,,,,1146199
ERR1251907,,,,1208923
SRR1291416,,,,11395854
SRR13565151,,,,22235818
ERR569558,,,,95068
ERR2723935,,,,276015
SRR18124383,,,,18804127
ERR517963,,,,1731593
ERR960778,,,,19747
SRR10151588,,,,613872
SRR11302663,,,,380318
ERR853693,,,,1055428
SRR11955189,,6.0,,20182085
ERR962970,,,,828608
SRR6250291,,,,1023479
ERR1374495,,,,4745
SRR5810715,,,,1051898
ERR1475730,,,,1435174
SRR6469177,,,,1248892
ERR1218372,,,,311513
ERR1218386,,,,364379
SRR6468900,,,,923935
ERR1620420,,,,308546
ERR999334,,,,980568
ERR2154765,,,,246194
SRR9974568,,,,27162146
ERR590770,,,,1738929
SRR5921171,,16.0,,53822604
SRR10151568,,,,577940
ERR2154750,,,,947535
SRR16299277,,,,776589
SRR8298712,,,,23707390
SRR836193,,,,107130387
ERR1215873,,,,55453
ERR1621586,,,,961980
SRR6654756,,,,294808
ERR1857586,,,,2394465
ERR959220,,,,74014
SRR1609755,,104.0,,12405922
ERR8058370,,,,42258421
SRR14428552,,,,37451228
ERR1252151,,,,1385006
SRR5443696,,,,9606360
SRR8928882,,,,677606
SRR5125779,,20.0,,12867444
SRR12661561,,,,18488607
SRR15600915,,,,7116388
SRR6654702,,,,389951
SRR6250334,,,,143416
SRR12103771,,,,23959563
ERR853481,,,,867453
ERR1759701,,,,5463565
SRR11303155,,,,409498
ERR998288,,,,207702
ERR1216930,,,,13218511
SRR3109810,,,,23486690
ERR1216522,,,,2533
SRR12661800,,,,7615685
SRR8788711,,,,10802326
SRR6251106,,,,1747540
ERR2723195,,,,556859
ERR1216156,,,,593975
SRR6020359,,,,4833816
SRR6507304,,,,25401974
SRR5893063,,,,9045
SRR6249968,,,,385489
SRR20746140,,525.0,,95523498
ERR1757670,,,,1367184
ERR1216470,,,,708239
SRR10127676,,,,19897216
SRR9674313,,,,17345343
SRR19571675,,,,14219040
ERR1621395,,,,408235
SRR18837603,,,,62085957
SRR10070636,,,,839314
SRR10040064,,,,6447364
SRR11851894,,,,56596518
SRR6469354,,,,1432827
ERR959304,,,,2309
SRR21034906,,,,19038215
SRR10151799,,,,322246
ERR1374794,,,,1243
ERR959800,,,,6606
ERR1215946,,,,5928
SRR7410366,,,,26394179
ERR1730835,,,,1554832
ERR2723956,,,,335983
SRR15097765,,,,9477818
SRR7942605,4.0,,,44773007
SRR16195501,,,,6522667
ERR1216665,,,,400510
ERR959751,,,,52839
ERR1475495,,,,1157010
SRR13074830,,,,605716
SRR11114777,,,,21186838
SRR4375099,,,,407958
SRR10753243,,,,2137034
SRR10151596,,,,1287184
ERR590795,,,,1643484
ERR1426805,,,,901555
SRR20958397,,,,12714847
SRR6654302,,,,1003371
SRR7789598,,,,1950360
ERR1204318,,,,698658
SRR9198693,,,,770815
ERR1888060,,,,281863
SRR7942610,,,,38782451
ERR1204547,,,,401454
SRR8106273,,,,199645
ERR1888853,,,,147351
SRR1062609,,,,3477375
SRR7905363,,,,1440020
ERR1374188,,,,701
SRR8883779,,,,363799
SRR15626598,,,,26876335
ERR1888284,,,,449671
ERR1396998,,,,12886
ERR657544,,,,3632510
SRR17218113,,,,97286776
SRR10182214,,,,95345780
ERR1124930,,1200.0,,1090866
SRR9198647,,,,895039
SRR6890849,,,,42715579
ERR960071,,,,81654
SRR6469852,,,,499429
SRR1872472,,,,501651
ERR202556,,,,10673257
SRR7902419,,278.0,,34838251
SRR13646793,,,,65328551
ERR1427003,,,,89318
SRR6654277,,,,796986
ERR1252034,,,,1174587
ERR959445,,,,5121
ERR10368628,,,,27160573
SRR9198782,,,,771469
ERR1373583,,,,946151
SRR5810832,,,,281856
ERR1374298,,,,776
ERR1414971,,,,668486
ERR202504,,,,933635
ERR960141,,,,0
ERR1125047,,,,1529404
ERR1251921,,,,1085661
ERR963143,,,,13719
ERR958912,,,,25434
ERR1252005,,,,1188862
ERR1889110,,,,622607
SRR6176720,,,,29959023
ERR1692458,,,,1349735
SRR6655208,,,,9702
SRR11851892,,,,71701683
ERR1620507,,,,339894
SRR3544822,,8.0,,1599638
ERR1204410,,,,459273
SRR12287376,,,,27280964
SRR12142003,,,,17324749
ERR1216159,,,,413115
ERR1124431,,,,615407
ERR1888090,,,,56827
SRR5810780,,,,1815816
ERR958899,,,,137820
ERR1889736,,,,376880
ERR405178,,,,5556791
SRR13565142,,,,26652429
SRR13646732,,,,52194457
SRR870766,,,,111835
SRR6020342,,,,1896587
SRR17731341,,,,11644272
SRR3679544,,,,22154012
SRR14213381,,,,14533904
SRR19430236,,,,22170080
ERR5838119,1.0,,20.0,30603425
SRR700537,,,,18663451
SRR7535437,,,,33852182
SRR6289788,,,,5431649
SRR10958341,64.0,,,34486928
ERR1373440,,,,810941
ERR1888409,,,,205018
SRR10974038,,,,3137469
ERR573417,,,,1835687
SRR6020323,,,,73
SRR8106530,,,,1054945
ERR667540,,,,1251085
SRR6469710,,,,1030081
SRR15857969,,,,167703259
ERR1442651,,,,1425798
SRR6032099,,,,32520356
ERR569526,,,,100070
ERR999344,,,,856098
SRR835153,,,,2436165
ERR1858041,,,,3084366
ERR1373463,,,,549510
ERR659897,,,,1578560
SRR13646719,,,,61768842
SRR15049569,,,,15023114
ERR716839,,,,4258
ERR959572,,,,17556
SRR7905370,,,,3211079
SRR13115047,,,,3461363
SRR6654579,,,,783461
ERR960487,,,,58
SRR6144808,,,,6430861
SRR16299524,,,,306877
SRR12661883,,,,3467270
SRR10151841,,,,997387
ERR1215890,,,,440014
ERR1442840,,,,1125538
ERR871524,,,,19204
ERR1216423,,,,374566
SRR7410372,,,,20081730
ERR406892,,,,10567290
ERR659866,,,,2521729
ERR1888773,,,,269456
SRR11869101,,,,13749543
ERR2723010,,,,80735
SRR6654321,,,,1220217
ERR022488,,,,21228549
ERR4910705,,,,77387232
SRR9974561,,,,30119657
SRR1872220,,,,219736
SRR15964631,,,,121310381
ERR4321717,,,,40509007
SRR7662139,,,,504927
ERR2722993,,,,9
SRR6507312,,,,22321008
SRR6268070,,,,2236102
SRR10151711,,,,334135
ERR4648674,,,,9010586
SRR12287391,,,,31436671
SRR18042704,,,,17235540
ERR1108016,,,,592090
SRR11699724,,,,184674
SRR8787693,,,,393283
ERR1414992,,,,625487
ERR1410211,,,,2131320
SRR20958395,,,,1192608
SRR11092476,,,,24588958
ERR960125,,,,70433
SRR12661562,,,,19268088
ERR1124672,,,,172376
SRR17239197,,,,21248489
SRR7444122,,,,36713573
ERR2146982,,,,15137829
SRR11610430,,,,25696501
SRR6654530,,,,463708
SRR17604941,,,,7252190
ERR1816568,,,,1916208
ERR1416074,,,,688777
ERR2723023,,,,381814
SRR6829424,,,,58279455
SRR15600941,,,,4990511
ERR1124706,,,,204254
ERR1373416,,,,823873
ERR998250,,,,120368
SRR6469784,,,,119372
SRR10040074,,,,10031009
SRR11267520,,,,17807909
SRR516121,,357.0,10.0,29934440
SRR2751029,,,,53461710
SRR11917487,,,,13262931
ERR279669,,,,1923338
ERR959717,,,,29170
SRR8377213,,,,4153252
ERR1442718,,,,1357404
SRR13191908,,,,15295530
ERR1289925,,,,10873679
SRR748490,2.0,,2.0,30759690
SRR3207408,,,,13134535
SRR8106637,,,,1164680
SRR10153636,,,,39824191
ERR1442882,,,,1482638
ERR871333,,,,1006316
ERR968107,,,,962634
ERR2723811,,,,775088
ERR1373498,,,,811064
SRR11777173,,,,62589096
ERR1415052,,,,595891
SRR10550568,,,,21787119
SRR9906833,,,,40425122
SRR3231298,,,,18386
SRR2400601,,,,23365317
ERR1821717,,,,1913209
SRR8787585,,,,8306214
SRR6469556,,,,1467800
SRR19831102,,,,30677331
SRR10151832,,,,441152
ERR958875,,,,124925
SRR1062481,,,,3105643
SRR23036884,,,,25202418
ERR1204478,,,,600589
ERR1889363,,,,20190
ERR2723773,,,,165300
ERR958906,,,,90170
SRR8928931,,,,2306
SRR8106555,,,,860040
SRR7661995,,,,1007093
SRR10126146,,,,210264
SRR6469720,,,,1227470
ERR960488,,,,11830
SRR8106627,,,,1074144
SRR9692047,,,,37755622
ERR968060,,,,2075187
ERR1396923,,,,132283
ERR9787504,,,,27480032
ERR492320,,,,1748075
ERR1475668,,,,489648
SRR1872913,,,,518370
ERR657525,,,,2002671
SRR11684008,,,,16410229
ERR998425,,,,557091
SRR13417610,,,,44888679
SRR6890871,,,,49194113
SRR3420402,,,,10441054
SRR22124137,,34.0,,25268151
SRR14285951,1.0,,,46418741
SRR2392489,,,,34202680
SRR6289738,,,,5764798
SRR1062365,,,,3118331
SRR11186419,2.0,,,33618414
SRR10070733,,,,954165
ERR1205370,,,,785450
SRR7904991,,,,16700123
SRR3231301,,,,21141
SRR7613122,,,,3143018
SRR6468767,,,,940150
ERR7720665,,,,38117073
ERR959867,,,,12538
SRR11302819,,,,303190
SRR7410419,,,,18821753
SRR17600929,,,,21812894
SRR13015568,,,,81498960
SRR1736702,,,1.0,33350443
ERR1442779,,,,1160061
ERR1374597,,,,960
SRR6469535,,,,1201398
SRR11427408,,,,29324785
ERR1067166,,,,2353962
ERR1757506,,,,1545076
ERR1216147,,,,479954
ERR1620500,,,,111507
ERR738231,,,,2555066
SRR6020329,,,,6
SRR15900245,,,,30923194
SRR6468844,,,,696516
SRR9875058,,,,4360849
ERR1821806,,,,1918822
SRR6654429,,,,340830
ERR1757747,,,,546818
ERR1374644,,,,1883
SRR959304,,,,2927416
ERR2723191,,,,222997
SRR13646736,,,,52710832
SRR9312974,,,,12105268
SRR6654625,,,,277069
SRR886448,,,,5861493
SRR13528190,,,,48132765
ERR1099553,,,,550269
ERR2723505,,,,749838
SRR8106598,,,,1238794
SRR6654445,,,,105316
SRR8784157,,,,55414714
SRR14703474,,,,2228205
ERR1125021,,,,1136645
SRR12446293,,,,26915676
SRR7886609,,,,16421879
SRR10010397,524.0,,,7180547
ERR1374339,,,,697
ERR780105,,,,3034000
SRR6507303,,,,27605336
ERR1426951,,,,129095
ERR2154711,,,,1909789
ERR1124555,,,,814107
SRR8914609,,8.0,,32849498
ERR960422,,,,3466
SRR2776884,,,,15100465
SRR10753227,,,,1119841
SRR5382018,,,,15590192
ERR960940,,,,899
ERR959877,,,,19610
ERR1108019,,,,556722
ERR1821627,,,,1941922
ERR1122845,,,,876716
SRR372797,2.0,,,32092654
ERR1125087,,,,1403399
ERR1889789,,,,430728
ERR1252154,,,,1318637
ERR999222,,,,7853
SRR6469706,,,,1392575
ERR273835,,,,7744916
SRR11186421,,,,55523286
ERR1373502,,,,638924
SRR1555582,,,,3188450
ERR871485,,,,213763
SRR1062651,,,,3443158
ERR926023,,,,27064
SRR9728697,,,,38570591
SRR10737684,,,,17723532
ERR1414844,,,,1007270
SRR2180306,,,,14608337
SRR5961765,,,,36
ERR1124738,,,,521202
SRR6841470,8.0,,,24659894
SRR3086886,,,1.0,14876746
ERR780302,,,,1005175
SRR13938368,,,,3546995
SRR10854654,,,,17698547
ERR1410193,,,,1914260
ERR232289,,,,10827642
SRR10974132,,,,116220
ERR853460,,,,880602
SRR19764263,,,,72273350
SRR14993683,,,,67725490
SRR998888,,,,3566762
ERR1410221,,,,2409810
ERR1216046,,,,896786
ERR1858129,,,,2902309
ERR1757609,,,,1673775
ERR853642,,,,1036692
SRR5893095,,,,1721826
SRR10070629,,,,759415
ERR1046074,,,,436
ERR1252041,,,,1199826
SRR18352689,,,,1438039
SRR12708449,,,,28834784
SRR21518657,,,,25771612
ERR959060,,,,70388
SRR13979028,,,,22212327
SRR9944758,6.0,,,64917851
SRR16299364,,,,552009
SRR19892909,,,,19758346
ERR1205304,,,,10727
SRR9674339,,,,776749
SRR8244092,,,,22894848
ERR853583,,,,864368
ERR340707,,,,13425151
ERR1407703,,,,848304
ERR1108035,,,,618053
SRR6655142,,,,774386
ERR2723930,,,,156544
SRR6469245,,,,1048584
SRR6249966,,,,297817
SRR298567,,,,12203575
SRR22018599,,,,21096704
ERR667591,,,,768237
ERR871501,,,,32326
SRR11315239,,,,27330503
SRR5810822,,,,785311
SRR11033786,,,,30243105
ERR1374267,,,,1064
ERR716921,,,,1349984
SRR19764258,,,,68591477
SRR10974072,,,,2928688
ERR1757584,2.0,,,1769417
SRR13646741,,,,54243447
ERR1252258,,,,1397729
SRR10899960,,,,53677140
ERR667548,,,,1772960
SRR17846334,,,,17268107
ERR780060,,,,2021615
SRR10344670,,,,16894772
ERR1889409,,,,201204
ERR1216508,,,,549065
SRR12661878,,,,4808695
ERR1857696,,,,2382586
SRR10070581,,,,1058526
ERR1407700,,,,171807
SRR519749,,,,126523117
ERR1889675,,,,439725
ERR1099555,,,,308873
SRR5683311,,,,3739216
ERR1215937,,,,448485
ERR1889295,,,,664928
ERR1216501,,,,512898
SRR8787777,,,,127003
ERR202571,,,,11321631
SRR11302416,,,,358054
SRR3083711,,,,34818255
ERR2723775,,,,70487
SRR14217638,,,,27662366
ERR1475838,,,,1110848
ERR959568,,,,80182
ERR145635,,,,18327582
SRR11302612,,,,340226
ERR999483,,,,30595
ERR1442614,,,,1588781
SRR14217654,,,,13445950
SRR6176739,,,,22254587
SRR6654241,,,,1613
ERR959224,,,,187755
ERR1215514,,,,4800
SRR10990390,,,,33353642
ERR1821708,,,,1787471
SRR12874636,,,,10339762
ERR2723712,,,,261755
SRR3381722,,,,6552914
ERR582932,,,,112082
ERR1888816,,,,573880
SRR12744939,56.0,,,21050212
ERR1374654,,,,901
SRR1565807,,4.0,,45540571
ERR998255,,,,653279
ERR1203521,,,,881783
ERR960058,,,,48524
SRR7662150,,,,396510
ERR1621344,,,,757237
ERR1416109,,,,856594
SRR7886637,,,,7982486
SRR2834979,,,4.0,3435648
SRR13565154,,,,20440246
ERR1427238,,,,20799
SRR6784675,,,,28889467
SRR18042691,,,,185938
SRR1872523,,,,42
ERR596702,,,,1032654
ERR1124826,,,,123320
SRR22018571,,,,19684944
ERR1888480,,,,71867
SRR11302621,,,,367651
ERR1124725,,,,398961
ERR1475832,,,,1551005
ERR716857,,,,1560573
ERR1204572,,,,610560
SRR7264582,1.0,,,1290
SRR13181557,,,,28452862
ERR1218484,,,,446042
ERR1107879,,,,2095641
SRR7268848,,,,9104890
SRR15646749,,,,45760731
SRR10070738,,,,1119307
ERR1408814,,,,40028
SRR6655203,,,,454513
SRR17879855,,,,36860855
ERR1888762,,,,1036045
SRR9198912,,,,813390
SRR8787743,,,,1509417
SRR942772,,,,1372552
SRR11213710,,2.0,,8626237
ERR960061,,,,0
ERR273852,,,,22
SRR4469008,,,,8523241
SRR1039878,,,,23529393
SRR1872598,,,,667245
SRR11148653,,,,17886041
SRR13429041,,,,39799438
ERR1888615,,,,43
SRR10513904,,,,64186467
SRR8182166,,,,53288838
SRR5921156,,,3.0,47493853
SRR14340356,,,,21168899
SRR16299118,,,,569089
ERR411641,,,,7879501
SRR5441850,,,,15240047
SRR7041872,,,,28917946
SRR7905359,,,,2425288
ERR718583,,,,4530
ERR590733,,,,1581067
ERR1621362,,,,875088
SRR8811909,,,,8979943
SRR17723110,,,,20743889
ERR1730576,,,,2062616
SRR1872071,,,,705
ERR582929,,,,101633
SRR11427385,,,,25073210
SRR2751037,2.0,,,38904995
ERR1203489,,,,570684
SRR11302377,,,,130346
ERR1415388,,,,759344
ERR1108165,,,,837237
ERR1416171,,,,1098783
ERR2723197,,,,273704
ERR2723835,,,,680801
ERR8516998,,,,15260696
SRR7410356,,,,20134902
ERR1475586,,,,551203
ERR1252070,,,,1112345
ERR1122840,,,,1345659
ERR999541,,,,885854
ERR1124528,,52.0,,707849
ERR202559,,,,472853
SRR1872162,,,,288535
SRR5921040,,19.0,,46038478
SRR12661759,,,,8871523
SRR9159935,,,,37380176
ERR1692467,,,,1847519
SRR7268914,,,,9353037
SRR959351,,,,3719084
SRR4241545,,,,14497952
ERR1730676,,,,1768126
ERR960037,,,,25235
ERR1889060,,,,593461
SRR6250096,,,,898734
SRR998892,,,,3397578
SRR12658661,16.0,,,19387514
SRR21518655,,,,25967619
ERR1124979,,,,1745676
ERR1730680,,,,1970696
ERR697997,,,,1373666
ERR999220,,,,634387
SRR8784156,,,,33059565
SRR17714707,484.0,,,17542560
ERR738296,,,,2490312
ERR4910730,,,,30828765
SRR8784180,,,,103591
SRR5006025,,,,48294857
SRR10151580,,,,1045315
SRR9622329,,,,11138823
ERR1730629,,,,1695134
SRR6654438,,,,220633
ERR1374812,,,,230
ERR999327,,,,161628
SRR5045899,,,,62031360
SRR21966803,,40.0,,18157208
SRR11926667,,,,17172603
SRR19077305,,,,26257746
ERR958985,,,,371973
ERR1108808,,,,1517364
ERR1205089,,,,144814
SRR6211483,,,,29222
SRR2146369,,,,8904658
ERR1124636,,,,234491
ERR854853,,,,1097365
SRR10902874,,,,2045624
SRR21228024,,,,3925699
SRR3086892,,,,14732414
SRR12194894,,,,3563
ERR1216446,,,,519947
ERR1124791,,,,273107
SRR22207166,,,,19759900
ERR1475581,,,,863271
ERR596581,,,,1763969
SRR9207171,,,,9884681
ERR949675,,,,16300
ERR657519,,,,2089758
ERR871329,,,,1097353
ERR959819,,,,21214
SRR8106382,,,,263667
SRR14066781,,,,37094
ERR1888843,,,,197388
SRR16905279,,,,16292305
SRR10415530,,,,55178790
ERR1099424,,,,862825
SRR10126073,,,,558477
SRR10126253,,,,512300
ERR959951,,,,40741
SRR2180309,,,,18004224
SRR11874810,,,,5002988
SRR9849208,8.0,,,21688110
SRR6654322,,,,3368945
SRR8106483,,,,792459
SRR1872528,,,,55
SRR1062632,,,,3486930
ERR1252145,,,,1456393
SRR6176682,,,,31614177
SRR6654943,,,,414348
SRR5485619,,,,19000552
ERR1757749,,,,300605
SRR6784685,,,,16173975
ERR1621497,,,,953695
ERR1204465,,,,826658
ERR1099511,,,,489546
ERR1442759,,,,1292660
SRR13149763,2.0,6.0,,21160989
SRR11427212,,,,25724665
ERR1857701,,,,187275
SRR8106415,,,,945705
ERR1889780,,,,441716
SRR11303319,,,,274001
ERR1821605,,,,1738841
ERR1475660,,,,1704747
SRR5837497,,,,16547950
ERR1099415,,,,473545
ERR2724003,,,,374068
ERR959799,,,,2512
SRR10070816,,,,1635638
ERR1125045,,,,1037870
ERR1858022,,,,2110682
ERR1374189,,,,701
ERR1730633,,,,1281085
SRR12492991,,,,25361527
SRR17745589,,,,5698
SRR18267563,,,,32179910
DRR162520,,,,5135401
ERR1216029,,,,756663
SRR14804254,,,,437715
ERR961002,,,,69
SRR10277632,,,,6692
ERR999511,,,,418291
SRR11186432,,,,44814766
SRR8106717,,,,1079876
SRR13076829,,,,8809017
SRR18516714,,,,7490740
ERR1397034,,,,811707
ERR1427296,,,,190859
SRR6268097,,,,4142254
SRR14428555,,,,36700059
SRR7244609,2.0,,,10695652
ERR1216941,,,,19416833
ERR1067162,,,,2994242
SRR13388644,,118.0,,57223519
ERR1124833,,,,170020
SRR489480,,,,17834197
SRR10863002,,,,21190915
ERR1889017,,,,799707
SRR1062337,,,,3466403
ERR1889754,,,,638103
SRR10735816,3.0,,,11206944
SRR7662137,,,,484766
ERR1395854,,,,10502
SRR14867550,,,,13081177
SRR16299552,,,,717010
ERR960976,,,,105
SRR6654235,,,,345249
ERR1099410,,,,377660
ERR960753,,,,2074
SRR6469034,,,,288245
ERR1888356,,,,229201
SRR16195453,,,,13750029
ERR1373612,,,,61939
SRR10550567,,,,22874814
ERR1889381,,,,68971
SRR1872450,,,,65
SRR18054177,,,,6615019
SRR6469709,,,,860629
SRR633551,,,,12748435
ERR1124529,,,,616242
SRR17400049,,,,20747409
SRR14703436,,,,84229994
ERR716913,,,,2654653
ERR853682,,,,1165224
ERR467066,,,,6644396
ERR1858094,,,,2374891
SRR18296191,,,,20991040
ERR959837,,,,17890
SRR6289734,,,,5688600
ERR830304,,,,1951900
SRR6267985,,,,70234880
ERR1374770,,,,1012
SRR10150436,,,,145386
SRR9198814,,,,316742
ERR854811,,,,1057674
ERR926049,,,,25780
SRR11486780,,,,47309118
SRR11542108,26.0,,,30152883
ERR1099549,,,,491319
SRR7947909,16.0,1.0,3.0,215692042
SRR8888288,,,,42459527
SRR10151923,,,,2054332
ERR517862,,,,2758346
SRR18042693,,,,21259405
ERR2146942,,,,2970406
SRR14213370,,,,12748469
SRR12661874,,,,3807892
SRR15813418,,,,117871576
SRR6654553,,,,99840
ERR716752,,,,1714072
SRR10887471,,,,282095
SRR6654818,,,,327825
SRR6268170,,,,108734
ERR1692454,,,,346576
SRR12654013,,,,31277412
SRR1531456,,,,51889
ERR1124612,,,,232
ERR999339,,,,12490
SRR1872643,,,,147986
SRR22525918,,,,20391894
ERR1888307,,,,610061
SRR6908651,,,,166568
SRR11926652,45.0,,,16819490
SRR5855250,,,,25047952
SRR11773513,,,,51547760
ERR1426868,,,,142455
SRR8182172,,,,44710785
SRR1555508,,,,727133
ERR1621643,,,,882212
SRR13297037,,,,11576006
SRR519724,,,,134212377
ERR1888534,,,,25747
SRR10415529,,,,68037763
ERR1204523,,,,394077
ERR1216349,,,,779883
ERR999305,,,,16613
ERR1416152,,,,789822
ERR1216351,,,,845932
SRR6654335,,,,176529
SRR2968443,,,,1211159
SRR6654683,,,,436616
SRR20869094,,,,11132343
ERR1442906,,,,1592187
SRR17221755,,,,113462787
SRR12967078,,,,17230432
SRR9849249,,,,20138008
SRR10151721,,,,1160049
SRR17630961,,,,73651748
ERR1857779,,,,2496311
ERR1373754,,,,511594
SRR18745507,,,,9485292
SRR12661855,,,,13274111
ERR1099557,,,,486792
SRR16299132,,,,402740
SRR1873000,,,,131081
SRR1531445,,,,65272
SRR11040632,,,,38156569
SRR18124523,,,,38015216
ERR4648704,,,,8846835
SRR5122166,,,,10693772
ERR2723225,,,,429647
SRR6655207,,,,764076
SRR1821784,,,,35209607
ERR1395848,,,,506665
ERR1888401,,,,387244
SRR7063576,,,,35863285
SRR14915973,,,,12260958
SRR516133,,,,15273193
ERR1692455,,,,1603637
SRR18053109,,,,40359963
ERR2723932,,,,279393
SRR6469503,,,,1677750
ERR1427311,,,,588244
SRR15910150,349.0,,,22705083
ERR2723483,,,,92505
SRR6250200,,,,625333
SRR1062738,,,,3468903
ERR1396958,,,,3145715
ERR1124480,,,,1918133
SRR9962809,,,,12241663
ERR1857836,,,,15191
SRR11302975,,,,368295
ERR1889094,,,,597661
ERR1730679,,,,1937006
ERR1124995,,,,114391
ERR759366,,,,2044390
SRR15204058,,,,12130348
SRR5921146,5.0,,,44091560
SRR18731947,,52.0,,23052791
SRR7292748,,,,30791436
SRR5893047,,,,14234303
SRR6020334,,,,2035
SRR10753230,,,,1773385
SRR1736710,,,,4665211
ERR1889805,,,,624883
SRR11303123,,,,358420
SRR8383261,,,,7748864
ERR1374191,,,,581
SRR8981191,,,,15824134
ERR1821519,,,,2064227
SRR7145921,,,,16112144
SRR1062498,,,,3116666
SRR12436737,,,,16198740
SRR10070844,,,,356835
SRR15600922,,,,1605927
SRR6477200,,,,63230873
SRR11590402,,,,40292039
SRR5934157,,,,22282929
SRR21617360,,,,21414048
ERR1373442,,,,835842
SRR11114783,,,,26075266
ERR1374780,,,,1585
SRR1048062,,,,6044329
SRR7119795,,,,21240508
ERR1204611,,,,556936
SRR21228032,,,,8828798
ERR958756,,,,68242
ERR1125057,,,,1039253
SRR10004188,,,,17015350
SRR18305965,,,,20649361
ERR590724,,,,1716113
SRR5507572,,,,17088835
ERR1889745,,,,670337
SRR8928852,,,,104295
SRR7813742,,,,36404975
ERR1426975,,,,137673
SRR6469777,,,,1458447
SRR5837507,2.0,,,17235045
ERR999292,,,,655665
ERR449269,,,,2297818
SRR6469174,,,,1478220
SRR1785160,,38.0,9.0,60505035
ERR718568,,,,7779650
ERR1204432,,,,488348
SRR12749591,,,,212811
ERR2723992,,,,462246
SRR10126190,,,,48073
SRR11577259,,,,13265732
ERR1215550,,,,383416
SRR9198644,,,,575965
SRR3381769,,,2186.0,7542161
SRR1062490,,,,1679128
SRR7801953,,,,7265172
SRR6654299,,,,795630
ERR959820,,,,6
SRR1010331,,,,8428
ERR1442912,,,,1760906
SRR5443682,,,,12778681
SRR17831295,,,,7249593
ERR1215895,,,,401788
SRR2180296,,,,15634803
ERR517981,,,,2631775
SRR12083050,,,,3986672
ERR1216346,,,,771517
ERR1889278,,,,2152800
SRR1872651,,,,186177
SRR12125395,,,,17117248
SRR5921165,,,,37476027
ERR1108193,,,,840509
SRR11862878,,,,802905
SRR1555521,,,,1142888
ERR1415160,,,,999850
SRR8788659,,,,15443088
SRR5893062,,,,6294
ERR1124518,,,,1611508
SRR9875056,,,,2893097
SRR6661144,,,,14854237
SRR7299185,,2.0,,12827168
SRR10199504,,484.0,,17832844
SRR6289663,,,,3765475
SRR5342781,2.0,153.0,2.0,51378068
SRR11303310,,,,452327
SRR1555561,,,,4202439
ERR1415424,,,,935251
SRR4116050,,,,26804574
SRR9198978,,,,423865
ERR718593,,,,5308507
ERR1620452,,,,1319354
ERR1888866,,,,27970
ERR1888908,,,,281432
ERR737724,,,,2298536
ERR1204455,,,,756379
ERR1374813,,,,797
SRR12170030,,,,34674368
SRR10151820,,,,676672
SRR516131,,,,19863898
SRR10436027,,,,30829142
SRR12661728,,,,17490481
ERR1442663,,,,1198087
SRR10126267,,,,604665
ERR1889403,,,,29980
ERR4029255,,,,35866962
SRR2834975,,,4.0,2607331
SRR6654823,,,,462
SRR21831674,,,,73242002
SRR11926689,,,,19714549
ERR667623,,,,1572020
SRR1872138,,,,224
SRR12974170,,,,87690601
SRR6908711,,,,186595
SRR11563228,,,,15933572
ERR1396818,,,,29627
ERR1888327,,,,444879
ERR1205321,,,,68250
