SRA_run_accession,ZfPV,zpico,zpoxv,reads
ERR977589,,,,59385533
ERR960546,,,,1
ERR1216390,,,,580813
SRR1555567,,,,50750
ERR999200,,,,622793
SRR8244094,,,,18171286
SRR1821837,,1.0,,36973914
ERR1215960,,,,643695
SRR17219961,,,,853294
SRR8377222,40.0,,,1993380
ERR963182,,,,24463
SRR6469744,,,,619293
SRR6268157,,,,947728
SRR17219931,,,,726831
ERR1416141,,,,741835
SRR6654262,,,,641610
SRR17219933,,,,708674
SRR7119832,,,,306659
ERR1730534,,,,979077
SRR6655056,,,,365359
SRR1062309,,,,3461516
SRR11302374,,,,687221
ERR1251987,,,,1114649
ERR1374341,,,,331
ERR962973,,,,14927
ERR999198,,,,486149
SRR12436819,,,,11393043
SRR8928729,,,,9182022
SRR8983316,,,,16977546
SRR9674245,,,,11547794
ERR232288,,,,10086760
SRR18124527,,,,40004020
ERR2865438,,,,19385885
SRR8383297,,,,6334801
ERR517939,,,,1648544
SRR6908358,,,,24928009
SRR11303091,,,,519507
ERR517897,,,,1874357
SRR5921034,,,,33686532
ERR1416113,,,,936263
ERR2723363,,,,86897
SRR11140721,,,,36561684
SRR10974023,,,,2934823
SRR7662045,,,,992765
SRR8383262,,,,4817668
SRR10887465,,,,1618603
ERR1475729,,,,1208847
ERR1407686,,,,552049
SRR6469661,,,,1423716
SRR6289741,,,,6037800
SRR6261583,,,,41160911
ERR998416,,,,564018
SRR11519054,,,,30517713
SRR7268839,,,,9834210
SRR6655339,,,,299010
SRR10836769,,,,7141982
SRR5810856,,,,244684
ERR1108756,,,,1592067
SRR10887608,,,,381357
SRR6655143,,,,174875
ERR1396873,,,,730318
ERR959174,,,,1982
ERR1216514,,,,617599
SRR12653999,,,,38882179
ERR1889023,,,,643362
SRR1871936,,,,142
ERR1414845,,,,700166
SRR11302292,,,,226963
SRR10735828,2.0,,,11458050
ERR2723208,,,,2479
SRR11777169,,,,305209275
SRR16298952,,,,466097
SRR5805899,,,,12466832
SRR870955,,,,695624
ERR1218348,,,,415937
ERR3266358,,,,7246203
SRR11427262,,,,25150231
ERR959078,,,,171338
SRR6289785,,,,4754649
SRR3932201,,,,6320024
ERR1216356,,,,711153
ERR1373625,,,,1056143
ERR1204325,,,,991215
ERR780320,,,,2737819
SRR16518319,,,,13832365
SRR15606829,,,,32532912
ERR1540913,,,,3994090
ERR6690616,,,,32805550
ERR569522,,,,81095
SRR6250105,,,,1005965
ERR1373586,,,,1325210
ERR1888990,,,,218389
ERR596709,,,,1233763
SRR10117532,,,,35792246
SRR8298681,,,,28081196
SRR10151919,,,,147195
ERR968111,,,,20774
ERR1251914,,,,1110504
ERR1888252,,,,542513
SRR6469122,,,,1197414
SRR11267526,,,,21495612
SRR10948649,,,89.0,12387384
ERR1374716,,,,693
SRR16299656,,,,286861
SRR6908701,,,,747032
SRR5810713,,,,1076917
SRR13015643,,,,27156840
ERR2723584,,,,1064101
SRR6251102,,,,837807
SRR1611972,,,,7725858
SRR12764350,,,,154587708
SRR5482142,,,,197077711
ERR1216049,,,,630731
ERR517902,,,,1992083
SRR3622450,,,,15182035
SRR10366886,,,,12874964
ERR1069066,,,,1150004
ERR1426912,,,,204223
SRR7909903,,,,19294389
SRR10010342,666.0,,,7017327
SRR8928768,,,,6397681
SRR11214439,,,,23325704
ERR1408848,,,,1274040
SRR2243161,,,,31325618
ERR1889360,,,,866305
SRR998915,,,,3561519
ERR1621505,,,,776138
ERR1620415,,,,1125733
ERR1889752,,,,382707
SRR5520649,,,,24031619
SRR392991,,,,1018
ERR1706516,,,,8892417
SRR6814877,,,,10226862
ERR2723761,,,,295425
ERR999551,,,,38366
SRR8106673,,,,776794
SRR6469676,,,,636206
SRR6654382,,,,1201101
ERR1108732,,,,1308068
ERR999203,,,,16767
SRR12067711,,,,104017453
ERR968047,,,,14270
SRR6468840,,,,944285
SRR489490,,,,14237819
SRR13297034,,,,11941279
ERR659885,,,,1811594
SRR16299111,,,,42308
ERR697904,,,,1236721
DRR162515,,,,2938212
SRR5163104,,,,19528554
SRR8928726,,,,10277695
ERR1374445,,,,485
SRR1062661,,,,3497423
ERR2723272,,,,129026
ERR3266393,,,,7162330
SRR6654847,,,,313403
SRR15691868,,,,0
SRR14993676,,,,66118044
SRR2027906,,,,14750554
ERR697894,,,,1339969
SRR12194915,,,,2209
DRR162554,,,,2930236
ERR1889794,,,,382324
ERR1475776,,,,534628
SRR12971277,,,,54930783
SRR9608470,,,,11056025
ERR999539,,,,920180
ERR1108513,,,,1495650
SRR1872135,,,,297755
ERR1889765,,,,635897
SRR10070538,,,,541741
ERR1205274,,,,8812
SRR13115040,,,,7572458
SRR19571651,134.0,,,18183147
ERR659901,,,,1373300
SRR1872094,,,,386348
SRR6176677,,,,16890392
SRR9708005,,,,12689956
ERR1108087,,,,1398615
ERR1251961,,,,1261390
ERR1396983,,,,3435211
SRR16299306,,,,429790
ERR1857631,,,,2822814
SRR14055359,,,,41669530
ERR697847,,,,1601259
ERR1889301,,,,601962
SRR16299537,,,,394927
ERR1621489,,,,912773
SRR7236671,,,,23739771
ERR1621541,,,,848506
SRR3166943,,,,1094133
SRR17900890,,,,85872915
ERR1124486,,,,1816009
SRR15600924,,,,1575382
ERR7720663,,,,44314512
SRR11302293,,,,317876
SRR21966434,,,,24840388
ERR659957,,,,1780394
SRR10199495,,423.0,,16435685
SRR8928795,,,,559407
ERR3489850,,,,16507799
SRR6921827,,236.0,,21752735
SRR11427271,,,,26273412
SRR13115075,,,,8341258
SRR1062582,,,,3477992
ERR1122712,,,,761336
SRR15048141,,,,4578334
ERR926046,,,,34304
SRR3655792,,,,42095673
ERR1215684,,,,254591
SRR14703459,,,,1173072
SRR1062432,,,,3538313
ERR1216694,,,,662217
ERR999447,,,,914150
SRR12150546,1.0,,,23579310
ERR667534,,,,1092932
ERR1427205,,,,881609
SRR8883792,,,,1225110
SRR5342792,,16.0,,28713214
ERR1821678,,,,1941371
SRR12037379,,,,614886
ERR1857615,,,,2645315
SRR7299174,,,,13238025
SRR12876839,,150.0,28.0,21380376
SRR1062458,,,,3127680
ERR1124694,,,,512967
SRR6250073,,,,1586419
SRR3231257,,,,571212
ERR1888299,,,,552689
ERR202613,,,,718966
ERR667596,,,,937285
SRR13724948,,,,5562258
ERR659784,,,,1707055
ERR1427266,,,,158281
SRR13249700,44.0,,,15554450
ERR1216570,,,,355630
ERR492293,,,,1348793
ERR1888818,,,,108513
ERR1373756,,,,526801
ERR1108802,,,,1153154
ERR1415254,,,,835531
ERR1415180,,,,1118961
SRR11519031,,,,28137301
ERR405183,,,,6808005
ERR1888553,,,,664
ERR7131161,,,,5527939
ERR1730615,,,,1093327
SRR12898819,,,,27761793
SRR10117534,,,,32118315
ERR1426772,,,,1808534
SRR6469699,,,,1225076
ERR737785,,,,2430145
SRR11684031,,,,33515112
SRR6654985,,,,314478
ERR4321711,,,,36914582
SRR5494311,,,,17764272
ERR1374184,,,,145
ERR1415136,,,,808945
SRR6655010,,,,255601
ERR1252013,,,,1378778
ERR959336,,,,38359
SRR7419835,,,,2556448
SRR3536482,,,,279
SRR12194826,,,,2334
SRR6025604,,,,32410656
SRR6176660,,,,24161693
SRR11080811,6.0,,,50982615
SRR6654365,,,,1172314
ERR1816559,,,,2126094
SRR10753248,,,,1641572
SRR6025598,,,,28027258
ERR1858060,,,,2483799
SRR6468918,,,,953601
ERR1397076,,,,418606
ERR1218447,,,,326484
ERR963155,,,,12854
SRR12661793,,,,7136746
SRR6387408,,,,12015209
SRR10550570,,,,17152712
SRR8244076,,,,16475616
ERR959977,,,,51952
SRR5125636,,,,10080439
SRR13012316,,,,107432801
ERR1730607,,,,1565207
ERR998263,,,,42553
SRR6655099,,,,597141
ERR1475694,,,,784840
SRR9198930,,,,576134
ERR1124818,,,,95991
SRR22805238,,,,19668280
SRR11092493,,4.0,,25039242
ERR737749,,,,481791
ERR1205236,,,,5682
ERR716797,,,,1799219
ERR1108134,,,,1362619
SRR6655153,,,,1009984
SRR12898815,,,,27616780
SRR19571660,65.0,,,16325405
ERR1889208,,,,1005145
ERR023145,,,,3127644
ERR1888140,,,,162266
ERR1888249,,,,665441
ERR4648668,,,,9397339
SRR6890847,,,,43142449
SRR1871852,,,,220
SRR8787798,,,,27290105
ERR999262,,,,708635
ERR871450,,,,175512
SRR3381817,,,153.0,11605257
SRR18505679,,,,21633884
ERR1821707,,,,1791457
ERR1427165,,,,102147
ERR1218429,,,,441339
ERR2723777,,,,52571
SRR8784160,,,,4416623
ERR1374528,,,,1742
SRR6908679,,,,216469
SRR11302477,,,,453627
ERR998144,,,,480929
SRR10117595,9.0,,,32871314
SRR7154558,,,,6799778
ERR962908,,,,10800
SRR11303201,,,,536259
SRR610740,,,,15341966
SRR6655022,,,,399891
SRR17413283,,,,21963572
SRR514028,,,,36337158
ERR1374774,,,,621
ERR716819,,,,2247808
SRR2180299,,,,18302058
ERR1427080,,,,484851
SRR17349042,,,,24405865
SRR13374855,8.0,217.0,,19686901
SRR5251438,,373.0,,10905286
ERR667606,,,,1510186
ERR2154662,,,,529897
SRR11302687,,,,283431
SRR10436029,,,,22387413
ERR1373626,,,,907970
ERR1889681,,,,153335
SRR7410398,,,,25683614
ERR1215582,,,,590700
SRR22525915,,,,19266206
SRR1872689,,,,245556
SRR3018761,,,,32441198
ERR1757644,,,,864095
ERR1889640,,,,540485
SRR8928745,,,10.0,10291188
ERR959962,,,,41837
SRR8106357,,,,13803
SRR6654282,,,,885164
SRR13839980,,,,24678685
ERR1426961,,,,115908
SRR5186145,,,,4433433
SRR12141828,,,,7727149
SRR7883081,,1.0,,6515788
ERR1374569,,,,693
ERR2723080,,,,633936
ERR1216043,,,,766982
ERR1067179,,,,2721476
ERR1888354,,,,351599
SRR6655115,,,,1303907
ERR1107941,,,,885413
SRR11519035,,,,27764806
SRR7154527,,,,6398499
ERR1620551,,,,1283448
ERR2723904,,,,403017
SRR835151,,,,2283427
SRR1062579,,,,3475085
ERR1215737,,,,353025
SRR4342164,,,,12015773
ERR1621501,,,,466980
ERR1442705,,,,1539314
SRR11206258,,,,9112348
SRR1062719,,,,3499312
ERR7179901,,,,30258960
SRR3179605,,,,14664360
SRR8305645,,,,1176344
SRR12432919,,,,11466401
SRR6818820,,,,21294570
SRR6176697,,,,56925620
SRR1555580,,,,3814944
SRR11303049,,,,138486
ERR1408866,,,,55733
ERR1216358,,,,816059
SRR17691950,,,,25341301
SRR5810886,,,,1508632
SRR17400059,,,,20754483
SRR11303325,,,,355629
SRR10151638,,,,278401
SRR6469497,,,,1437182
SRR14140445,,,,21900839
SRR8928752,,,2.0,10704812
SRR8983315,,,,16650409
SRR7268939,,,,9202444
SRR870877,,,,506467
ERR590776,,,,1340058
SRR6469635,,,,1281099
ERR596628,,,,1326613
SRR10215489,,,,13077727
ERR960243,,,,4550
SRR870874,,,,1203216
ERR1757560,,,,1521546
ERR2402432,,,,29373717
SRR18352697,,,,1507502
ERR1889118,,,,609483
ERR1215941,,,,380581
SRR10151611,,,,669692
SRR19762963,,,,16106843
SRR8787629,,,,26389411
ERR1821827,,,,2116306
SRR8106534,,,,1003487
SRR12436842,,,,15176247
ERR525396,,,,1759946
SRR1872473,,,,18
SRR5810738,,,,811907
ERR525368,,,,2843079
ERR1821958,,,,1938182
SRR7292729,,,,32020153
SRR6469609,,,,1321726
ERR1415375,,,,665970
ERR871418,,,,2095483
SRR870743,,,,3362888
SRR5235642,,,,22920577
ERR949641,,,,964555
SRR12194963,,,,3597
ERR716789,,,,2311870
SRR6468760,,,,1039333
SRR11302933,,,,220482
SRR7444119,705.0,,,40315023
SRR998912,,,,3501550
SRR18687236,,,,46034861
ERR517849,,,,2736399
SRR11309042,,,,27993603
SRR12999266,,,,29196494
ERR2722971,,,,450454
SRR7801974,,,,7373371
SRR8383304,,,,1485416
ERR1889057,,,,249322
SRR8784485,,,,1448118
SRR2834936,,,1.0,1901729
ERR8058374,,,,34750360
SRR6250348,,,,1114510
ERR1373375,,,,687140
SRR22163688,,585.0,24.0,24745604
SRR6469802,,,,1136630
ERR1426900,,,,171054
SRR6908717,,,,47659
SRR14217633,,,,29142408
ERR2723570,,,,4719
SRR9198935,,,,921591
SRR9198796,,,,397485
ERR2723865,,,,168904
ERR998322,,,,625884
SRR1062364,,,,3126517
ERR1251935,,,,1146467
SRR11033809,,,,31104387
SRR11540940,,,,131206848
ERR960896,,,,7797
ERR959519,,,,28507
SRR18745500,,,,9974955
SRR1872885,,,,413237
ERR1427372,,,,344951
ERR1888156,,,,62143
SRR1062296,,,,3102021
ERR1374506,,,,1409
ERR1442685,,,,1337642
SRR6654404,,,,749912
SRR12037494,,,,878954
ERR1407572,,,,10004
SRR12037357,,,,618836
SRR17400064,,,,23322954
ERR1620586,,,,336143
SRR1872699,,,,209997
SRR7297839,,,,122282696
SRR13674933,,,78.0,19873501
SRR21140654,,,,3814103
ERR1888641,,,,2616
SRR9198981,,,,395210
ERR959939,,,,1
SRR8106661,,,,1228351
ERR596636,,,,975312
SRR15048128,,,,30204234
ERR716914,,,,1930590
ERR697928,,,,2205569
ERR1374377,,,,735
SRR870976,,,,2034943
ERR1099436,,,,440428
SRR15097770,,,,11817885
SRR13724979,,,,3322907
SRR13234647,,,,37265931
SRR6469594,,,,1352397
ERR1215998,,,,1164563
ERR960777,,,,4
SRR3038042,,,,38691534
ERR1108024,,,,858559
SRR7268916,,,,9383387
ERR1215574,,,,428592
ERR1889879,,,,508712
SRR7299170,,,,12927142
SRR21518656,,,,26330282
ERR1730681,,,,1108642
SRR11015120,,,,4259614
ERR657552,,,,3027428
SRR8868546,,,,14102225
SRR14270304,,,,4050357
ERR3454278,,,,110306
SRR11302349,,,,401132
ERR1662956,,,,410994
SRR7299202,,,,27415272
DRR162531,,,,5606273
SRR16195482,,,,5783042
ERR1414914,,,,777672
SRR6811826,,,,63352
ERR1108164,,,,1700771
ERR1218384,,,,289769
SRR11303220,,,,442746
ERR1251929,,,,1314532
ERR1620455,,,,799247
ERR1416038,,,,472988
ERR1204228,,,,809021
SRR10151651,,,,1204904
SRR1062387,,,,3094604
SRR2834953,,,10.0,3744725
SRR10040126,,,,19258538
SRR6655304,,,,311095
SRR6987273,2.0,,,3064227
ERR1099413,,,,603622
SRR10753174,,,,1370947
ERR755690,,,,1801467
SRR7746651,,,,8029594
SRR10344681,,,,43776029
ERR1373784,,,,496337
SRR11303328,,,,201522
ERR755710,,,,1965128
SRR19086712,,,,16464510
SRR8883732,,,,303702
SRR10863017,,,,14806019
SRR9849242,,,,19375079
SRR7942613,2.0,,,42758581
SRR10078100,2.0,181.0,,23785326
SRR8961088,,,,16458622
ERR2723348,,,,445341
SRR10434088,,,,41577387
SRR14233943,,,,17869103
SRR16768266,,26.0,,22145220
SRR14340363,,,,15371033
SRR8787704,,,,48212
SRR12037500,,,,712648
ERR1475638,,,,1385708
SRR13429143,,,,32228746
SRR3231256,,,,600389
SRR13234670,,,,26359590
SRR10990411,,,,46295719
ERR1397057,,,,683676
SRR3923232,,,,21770955
ERR1124815,,,,325132
ERR1475508,,,,1178456
ERR1373369,,,,667445
ERR1204565,,,,770211
ERR1374128,,,,643
SRR12193584,,,,10456893
ERR1204260,,,,336264
SRR7268813,,,,9841978
ERR959128,,,,51991
ERR406894,,,,10646277
ERR2723785,,,,118624
SRR15338435,,,,25400848
ERR1888770,,,,77177
SRR10916844,,,,20623775
SRR1872639,,,,183779
ERR1215924,,,,4155
SRR11214421,,,,33986834
ERR1395836,,,,528165
SRR1062329,,,,3527106
SRR1062260,,,,52556
ERR1215680,,,,11322
SRR15831092,,,,21894354
SRR6877468,4.0,,,25923972
SRR10887616,,,,203796
SRR11214434,,,,30848314
ERR573460,,,,2340044
ERR1621575,,,,800523
SRR16195460,,,,6728539
ERR1475686,,,,720150
SRR7468674,,,,4485045
SRR12037487,,,,10829
ERR1204475,,,,783991
SRR5931561,,,,28535470
ERR1889829,,,,86454
SRR15204097,,,,12333974
SRR870764,,,,1553052
SRR9198991,,,,523635
ERR1374211,,,,5383
ERR1373377,,,,587856
SRR1062484,,,,3102233
SRR12492994,,,,29167193
ERR697932,,,,2558633
SRR7244613,2.0,,,13092767
SRR17592788,,2.0,,18871777
SRR1146568,,,,1858609
ERR1397027,,,,2009116
SRR11542096,31.0,,,30450378
SRR11302844,,,,220667
SRR11090037,,,,3115742
SRR11214379,,,,19035112
SRR1062713,,,,3496123
SRR12774381,,,,150870834
ERR1216012,,,,740493
ERR1427038,,,,63413
ERR1888129,,,,540894
SRR12134625,,,,11609293
SRR7119847,,,,682767
ERR960047,,,,102972
SRR1872429,,,,27
ERR2723114,,,,452174
ERR1692505,,,,1230374
SRR12610271,,,,17200016
ERR1442567,,,,1163018
SRR9198636,,,,675515
ERR1757595,,,,1125046
ERR2723608,,,,179914
ERR467077,,,,2187962
SRR9022959,,4.0,,28468205
SRR10126094,,,,496824
ERR1108530,,,,1598469
ERR2723399,,,,492883
ERR659793,,,,1469886
ERR1888283,,,,487404
SRR9906827,,,,35390612
ERR1414854,,,,765948
ERR1373745,,,,353251
SRR8928754,,,36.0,9511959
SRR8787775,,,,25752846
ERR1204326,,,,1062238
SRR580561,,,,29100162
ERR1416143,,,,919735
SRR6654599,,,,427119
ERR1620482,,,,2114789
ERR959556,,,,16462
SRR11603950,,,,26254289
SRR6416912,,,,11772516
ERR1414976,,,,566074
SRR6250018,,,,257541
SRR6250342,,,,995789
SRR11080798,4.0,,,42647997
ERR1888613,,,,3719496
SRR9728722,,,,42788720
SRR3923226,,,,24562930
SRR13565185,,,,44941889
ERR3266378,,,,7436138
SRR12194845,,,,4957
SRR5810747,,,,965794
SRR11302627,,,,497256
ERR1432000,,,,2939830
ERR1122665,,,,507663
SRR959313,,,,2927623
SRR6025582,,,,2160912
SRR15204091,,,,15563770
SRR10511895,142.0,,,27496298
ERR1124724,,,,264544
ERR1415022,,,,614666
SRR12967076,,,,17684781
ERR1427016,,,,101939
SRR1035979,,,,19004227
SRR6469621,,,,1135058
ERR960116,,,,0
ERR999243,,,,748992
SRR13616486,,,,89521634
ERR1416050,,,,799598
ERR1821936,,,,2034194
SRR6908370,,,,22645181
SRR9331666,,38.0,,24929664
ERR958752,,,,51062
SRR7015874,,,,23915338
SRR9207174,,,,11342064
SRR11090021,,,,2757796
ERR871443,,,,49334
ERR1426835,,,,1070830
ERR871580,,,,17146
SRR6289801,,,,3710247
ERR1888628,,,,5521
SRR6468958,,,,783794
ERR1204550,,,,383908
ERR1407715,,,,68739
ERR279662,,,1.0,11219363
ERR1108066,,,,543790
SRR11090041,,,,2222414
SRR7661994,,,,1105536
SRR1004785,,,,37946530
SRR13839966,,,,62423479
ERR569546,,,,101320
SRR10887483,,,,276546
SRR12998953,,,,24298065
SRR13181534,,,,21546005
ERR1204341,,,,905209
ERR1252249,,,,1457927
ERR1216091,,,,538865
SRR580560,,,,29292830
SRR12874659,,,,12499564
ERR960861,,,,29046
SRR16705712,,,,5476721
SRR16299298,,,,371202
ERR1395846,,,,339584
ERR1408859,,,,403015
ERR1730518,,,,1507316
SRR8135925,,,,16929728
SRR10434662,,,,27307327
ERR1442902,,,,1323900
ERR962926,,,,176071
ERR1124503,,58.0,,1171328
ERR1216632,,,,628228
ERR1122790,,,,1784905
SRR11302783,,,,513265
SRR11855602,,,,36379488
ERR959571,,,,7511
ERR958953,,,,17033
SRR8106504,,,,931500
SRR10586528,,,,68871920
SRR6654362,,,,967354
ERR1108061,,,,393961
ERR1475567,,,,358137
SRR11909491,,,,43507970
ERR1442667,,,,1602008
ERR1888752,,,,364486
ERR1621657,,,,857066
ERR1692538,,,,1090439
SRR17900893,,,,134637130
SRR9685040,,,,3691596
SRR1872405,,,,560158
ERR999482,,,,485688
SRR17547517,,,,6492923
SRR11427400,,,,30260882
ERR959339,,,,2671
SRR7891991,,,,2718808
ERR596617,,,,2465561
ERR1888080,,,,259036
SRR19671829,,,,14365645
SRR10010351,24.0,,,5228967
SRR18687252,,,,14973452
ERR1252267,,,,1812478
SRR6020444,,,,35
SRR7749228,,,,2623391
ERR1395847,,,,429835
ERR1374815,,,,710
ERR1888322,,,,94918
SRR11933711,,,,22917099
SRR11302989,,,,243254
SRR11427234,,,,35524295
ERR960382,,,,168
ERR871595,,,,27459
SRR12340462,,,,38082850
SRR11427429,,,,27768560
ERR2723758,,,,232503
ERR1475655,,,,1355156
ERR1475661,,,,1959724
ERR1889309,,,,349003
SRR1872136,,,,200698
ERR1415008,,,,567958
SRR12170031,,,,28365569
ERR925755,,,,258361
ERR697905,,,,1072181
SRR16299186,,,,650901
SRR12661718,,,,11568055
SRR7252252,,101.0,4.0,39419800
SRR14240233,,,,22719890
ERR582871,,,,17373
ERR1374263,,,,1098
ERR1757611,,,,1526717
SRR5810919,,,,410413
ERR1888293,,,,420045
SRR12436841,,,,7849857
ERR145652,,,,494556
SRR1872470,,,,28
ERR657534,,,,1986771
SRR14163083,,,,29377245
SRR15712672,,2.0,,259284
ERR1374677,,,,2294
SRR1062212,,,,3382500
SRR7883076,,4.0,,6071235
SRR5961759,,,,2540
SRR9875015,,,,3102953
SRR6469595,,,,1005955
ERR1108060,,,,751019
ERR1821616,,,,1935675
ERR998132,,,,7319
ERR871555,,,,334623
SRR12436778,,,,13279482
ERR1816551,,,,2019026
SRR12469190,,,,12808889
ERR1107910,,,,738312
ERR1620537,,,,1788476
ERR1374558,,,,1334
ERR667416,,,,886639
SRR18267568,,,,20402630
ERR959219,,,,31315
ERR1730815,,,,927673
SRR10126317,,,,343162
ERR1475524,,,,1137496
SRR16195472,,,,6766899
ERR2154733,,,,215196
SRR7410430,,,,11119390
SRR9198889,,,,704039
SRR6250162,,,,150101
ERR1415012,,,,891333
ERR1730708,,,,1832091
SRR12194909,,,,2543
ERR1252099,,,,1369548
ERR340665,,,,6220734
SRR6477203,,,,69740140
SRR12492961,,,,28799381
SRR6908652,,,,136726
ERR1415363,,,,804057
SRR18192276,,,,4698935
ERR871297,,,,997832
ERR1373538,,,,605643
SRR6652893,,,,22966134
ERR2723090,,,,426459
ERR1891646,,,,5606080
SRR11773516,,,,34771142
SRR10126038,,,,112951
SRR11806489,,,,572622
SRR14075695,2.0,22.0,,21331801
SRR13381155,,,,16551529
ERR1416137,,,,949291
ERR1408787,,,,19473
ERR1889300,,,,77635
SRR6289812,,,,4464177
SRR12436823,,,,8055508
SRR8928916,,,,1251417
SRR1789379,,,,22407603
SRR11206288,,,,11367767
ERR871442,,,,333832
ERR1122766,,,,1424207
SRR13447012,,,,26945320
SRR592702,,,,20312802
SRR6654522,,,,453316
ERR1252241,,,,1479760
ERR1427019,,,,52817
SRR14308859,,,,54991269
SRR578911,,,,7830554
ERR718637,,,,6961449
ERR1373535,,,,817192
SRR19430240,,,,17863606
ERR1415199,,,,1145520
ERR1407650,,,,455864
SRR6232246,,1533.0,,13794588
ERR1107952,,,,856708
DRR314103,,,,69304611
ERR596623,,,,2456166
ERR3454279,,,,50192
SRR9960230,,,,809906
SRR11909493,,,,19026860
SRR5810904,,,,570735
ERR1122838,,,,1798355
ERR1108067,,,,524215
SRR11303364,,,,354609
SRR11186433,,,,43869424
SRR22404867,,,,16149604
SRR5810797,,,,2309260
ERR738280,,,,1910167
SRR9875027,,,,6411446
ERR1108106,,,,1578879
ERR1374163,,,,1755
ERR1218394,,,,221929
SRR19117217,,,,28217605
ERR1373785,,,,446025
SRR6654547,,,,127282
SRR15338434,,,,21539743
SRR3996112,,,,0
SRR10070791,,,,303673
ERR1889008,,,,1721524
SRR11302876,,,,520060
SRR2146367,,,,9718239
ERR830359,,,,1606691
SRR15101311,,,,163382175
SRR7909918,,,,18498507
SRR519737,141.0,,1.0,51596480
ERR1888576,,,,190749
ERR1427394,,,,196908
SRR8526636,6.0,,,13851366
SRR17248533,,168.0,,18607988
SRR7268814,,,,9810834
ERR1888987,,,,475241
ERR2723784,,,,117286
SRR16299554,,,,664293
ERR1889432,,,,56018
ERR853559,,,,729753
SRR519727,4.0,,,47329814
ERR1475700,,,,788937
SRR17499136,,,,19845075
ERR2723778,,,,91460
ERR1427409,,,,602373
ERR1595118,,,,7439436
SRR6469480,,,,1469618
SRR15626532,,,,25376990
ERR999571,,,,273986
SRR7292745,,,,30650893
ERR853784,,,,654940
ERR1427367,,,,137234
ERR853534,,,,806658
ERR1621550,,,,623959
ERR1108141,,,,1203076
SRR11974580,,,,9711778
SRR5805914,,,,14096297
SRR8244111,,,,18605246
SRR6654891,,,,289979
SRR8552568,,,,1496951
SRR12661539,,,,11310642
SRR7223667,,,,23261081
SRR1872872,,,,445092
SRR10586535,,,,34684476
SRR13091259,,,,37341758
SRR13594974,,,,1142578
ERR1475568,,,,993810
ERR202609,,,,421641
ERR449280,,,,4338393
SRR1062225,,,,3395135
ERR1374639,,,,999
ERR1204647,,,,584626
SRR12194879,,,,2815
SRR17604935,,,,7878537
SRR1062746,,,,3126428
ERR1692626,,,,962252
SRR14285949,4.0,,,42756740
SRR19086714,,,,43729143
ERR659794,,,,1720877
ERR1816577,,,,1951859
ERR1889615,,,,723589
SRR21966422,,,,35897443
SRR1872789,,,,391922
ERR998432,,,,8035
SRR12774408,,,,63979
ERR780299,,,,1979710
SRR7535426,,,,28341163
ERR4029233,,,,14819425
SRR1871902,,,,123345
ERR1892041,,,,6077549
SRR16195477,,,,9665349
ERR1215967,,,,642027
SRR6654745,,,,330534
SRR15498154,,,,7776332
ERR1888233,,,,125778
ERR1215851,,,,87098
ERR1125009,,,,1261134
SRR13402907,,,,21195180
SRR14369960,,,,82372660
ERR1218435,,,,417405
ERR1857888,,,,2410569
ERR853471,,,,809635
SRR10974040,,,,3110163
ERR1888881,,,,254311
ERR959444,,,,35176
SRR6144813,2.0,,,5679985
ERR999517,,,,7800
ERR1442901,,,,1471655
ERR1374740,,,,4382
SRR15626544,,,,36574013
SRR12874637,,,,11546809
SRR1565811,,2.0,,51096596
ERR659939,,,,1558596
ERR1757571,2.0,,,1429546
ERR1427344,,,,323112
SRR7905384,,,,2168804
ERR1757725,,,,1426141
ERR1431992,,,,1395188
SRR6654243,,,,267091
SRR22805234,,,,21698626
SRR10887552,,,,1771882
ERR738297,,,,1960742
ERR1857695,,,,2548408
ERR1426784,,,,1156330
SRR13849957,,,,74994903
SRR6261578,,,,10252127
SRR7789547,,,,2376259
SRR10070785,,,,206551
ERR4648675,,,,8907503
SRR12287392,,,,30127468
ERR2723289,,,,1808949
SRR13938372,,,,4592163
SRR11302994,,,,309628
SRR17349044,,,,37890996
ERR1757681,,,,1334781
SRR11523561,,,,28657941
ERR1415427,,,,971914
SRR6655166,,,,986455
DRR051066,,102.0,,71856397
ERR716720,,,,2083791
SRR11303038,,,,83608
SRR13565152,,,,17660045
SRR13729824,,,,4858397
SRR14703439,,,,38516714
ERR1099440,,,,631766
SRR7641830,,,1.0,20161587
SRR7268822,,,,9781858
ERR1857754,,,,2263744
SRR7292747,,,,30759072
SRR13181540,,,,23169797
SRR5382032,,,,15559688
ERR7132863,,,,19233760
SRR7892008,,,,1531899
SRR5087312,,,,16493365
ERR958838,,,,68065
SRR10753180,,,,1687018
ERR960695,,,,6961
ERR7132859,,,,21887687
SRR998906,,,,3606329
SRR6469105,,,1.0,601783
ERR1730674,,,,2119892
ERR1475716,,,,765251
SRR8811918,,,,9070078
ERR1426963,,,,230841
ERR1415430,,,,747455
ERR960387,,,,2786
SRR6468895,,,,820272
SRR6268188,,,,68853
SRR8182165,,,,52389146
ERR1821703,,,,1810658
