GeneID,reads
SRR21228024,3925699
SRR10151950,2253654
ERR718629,6799697
SRR14217608,33772485
ERR1888925,452935
SRR6469016,582371
ERR1374797,772
SRR5818005,12279701
SRR1872058,231285
ERR1888390,139833
SRR7905378,930168
ERR1251959,1230029
SRR6469514,1596604
SRR1062221,3377097
SRR14930238,19222941
SRR12661614,22688817
SRR12661579,17552750
SRR6654357,1083186
ERR960587,40026
SRR10956575,30153486
SRR20363888,82116664
SRR2087764,13110660
ERR340736,6092847
SRR14935604,205947
SRR1872413,508218
SRR1872070,122
ERR1858047,2460735
SRR9058959,3222285
SRR13979094,10332
ERR999567,45838
ERR1216650,399937
SRR13015654,18517654
SRR5893083,9945752
SRR13785102,13414003
SRR5520626,22423091
ERR1289937,10914993
ERR853493,907883
ERR2723646,92844
ERR738285,2245055
ERR959423,21948
SRR15097766,10649675
ERR959798,14
SRR23036878,20037455
ERR959665,0
SRR6152627,24453826
ERR1204259,600407
ERR958850,638
ERR1416151,994725
ERR1889659,3379379
SRR6297669,27982876
SRR12125379,14525345
ERR1475478,526590
ERR1374305,775
SRR11302786,284892
ERR1426980,123547
SRR11033316,17177153
ERR273852,22
SRR15927811,18939554
ERR1124624,25755
SRR11303196,255185
SRR12661750,15910249
SRR17604956,9253378
SRR6025586,35239423
SRR10151625,1155766
SRR10550559,22566321
SRR9961217,21758922
SRR16299415,99406
SRR7659031,21096936
ERR737711,2438928
ERR737699,2253658
SRR7268867,9247226
ERR960489,26358
ERR1397044,32202
DRR051064,117942828
SRR13796904,2140160
SRR700535,30211334
SRR11302899,414489
ERR2455366,30015767
SRR19661801,3028835
SRR2013388,5115552
SRR6829412,26657846
ERR1124636,234491
ERR960198,89827
SRR12141872,5232321
ERR759367,1488879
SRR11303002,150009
SRR1555525,1491034
SRR18124376,23047149
SRR10887552,1771882
ERR959933,26558
ERR1415433,669823
SRR10344680,19387297
SRR12661826,8036439
ERR780049,2166874
SRR8788661,15952670
ERR1373591,825240
SRR12070778,9279057
SRR12037340,498919
ERR2154779,728327
ERR1204419,590892
SRR6655277,256017
ERR853773,865696
SRR3231291,106561
SRR15813426,54475945
SRR5809477,14620618
SRR10038905,45784839
ERR1889663,1145514
ERR998145,9071
ERR1252001,1002470
ERR1407619,894706
ERR999506,34235
ERR960952,1
ERR7132863,19233760
ERR1857962,2461506
SRR372796,15954017
ERR1427180,334026
SRR6469726,588022
ERR659886,1296855
SRR12658671,234162207
ERR659774,1026949
ERR2304203,30235149
ERR999479,9222
ERR960466,791
SRR6268068,471420
SRR6477204,63570000
SRR800043,49136590
ERR1621656,314972
SRR6293903,22821090
ERR1410182,1041613
ERR596609,1910405
ERR411507,4531489
SRR10126198,133407
ERR1373690,1053240
SRR18192300,2202369
SRR10126115,18720
ERR949638,12547
SRR16183162,39470875
SRR7268807,10200326
SRR6469340,842215
ERR1620555,11071181
SRR1609751,8824263
ERR959949,382
SRR11303005,281253
ERR667464,2096059
ERR1373412,787695
SRR6654523,65139
SRR10277634,22727854
SRR6655010,255601
SRR10753250,1829399
ERR657582,4457120
SRR11933716,26450142
ERR1442711,1404543
SRR6468911,782411
SRR9325688,13347705
ERR1395912,1519236
ERR667459,737277
ERR959132,55933
ERR1252142,1455369
ERR960366,1294
SRR8435105,70341013
SRR12045002,31064145
ERR1215935,471517
SRR13673982,18566373
ERR716706,2176840
SRR6469701,1247006
ERR998264,92975
SRR11554198,20148551
ERR780058,2078460
SRR1821842,34474782
SRR870877,506467
ERR4568389,24144207
ERR1069091,2013818
ERR1395899,560762
SRR14217684,26922332
SRR6132693,5808919
SRR6654626,471199
SRR17282615,16124776
SRR18390904,12664506
ERR1442573,1193017
SRR10887554,663166
SRR1291421,14516173
ERR1216639,791289
SRR11303181,124258
SRR13565169,29356499
SRR14075703,21283165
ERR1124895,45434
SRR22272448,27627026
SRR7264567,778
ERR1475796,1236723
SRR7785379,53916321
ERR1475664,526133
SRR4423756,64927773
ERR1396914,2963521
ERR1857951,2582881
SRR6469859,864577
SRR1872784,245521
SRR13646718,54384458
SRR8106426,642769
SRR6654634,180223
SRR7244612,13216816
ERR960135,53552
SRR7947900,255301371
SRR5893090,5444412
SRR6655056,365359
SRR3679521,20279417
SRR16195461,11342689
ERR961002,69
ERR960761,1908
SRR7764529,20935256
ERR1108729,1560010
SRR8106474,783018
ERR3446763,5812960
SRR6654422,991
ERR202537,208898
SRR12313635,25486281
SRR7789530,1688325
SRR16148353,28825895
SRR12436745,15204166
SRR10070676,158281
ERR1414868,731451
SRR8788644,11227131
SRR5127961,21910886
SRR10126276,196692
SRR21758108,30219990
ERR1374174,641
SRR10070614,1006209
ERR596591,2598269
ERR1427358,264999
ERR960005,19630
SRR8298684,29171023
SRR3420304,8325637
SRR10151594,1304668
ERR998417,600169
SRR6469554,725485
ERR949639,9436
ERR232321,10663821
ERR1374363,937
SRR9610841,13262764
SRR7892036,1640031
ERR1888179,1498145
ERR960448,2577
ERR1046077,1132077
ERR998367,533439
SRR6841457,30206685
ERR853646,827000
ERR1416193,1079351
SRR13972068,15220502
ERR1427216,400816
SRR15910152,27890112
SRR12672478,24386226
SRR6469136,1184192
SRR7612998,1295806
ERR998303,563044
ERR959012,42322
DRR162504,11764634
ERR2723261,587358
ERR2723347,429646
ERR517941,1502848
SRR13015656,32319356
SRR11302305,285904
ERR738276,2450635
ERR1410223,2933922
SRR8559982,16666672
ERR1816576,1961369
SRR10126139,225340
SRR9207183,10940273
SRR6654736,391240
ERR1888999,442984
SRR10125984,192102
SRR12614074,19269475
ERR202509,478185
SRR12436835,8243511
ERR1889574,118371
ERR2146890,3142081
SRR10776676,24683078
SRR9966398,25269534
ERR1108809,722997
ERR1415164,1124267
SRR6469735,903675
SRR16299290,467361
ERR853690,846830
ERR1205116,163818
ERR1124695,80200
ERR1205279,26875
ERR718653,7958213
SRR9875018,3413502
ERR697909,2059427
SRR13234635,27005968
SRR3083747,18429814
SRR15097768,9848522
ERR1107929,694557
SRR6890893,17183722
SRR11302612,340226
ERR582899,16774
SRR514028,36337158
SRR18267562,20926281
ERR1107955,510766
SRR14902683,25742827
SRR13074809,323639
SRR8106320,21227
SRR6655293,310683
SRR6144828,10537872
SRR9899208,26218277
ERR1821504,1974629
ERR1621606,878408
SRR10151820,676672
SRR18053116,38652592
ERR1124749,2249
SRR7119837,969374
SRR12493023,28474669
SRR2013984,22280664
SRR6250364,260739
SRR11178124,28086033
SRR6289824,4590277
SRR10868215,28070592
ERR716886,2341804
SRR3231263,752166
SRR8787659,3710429
ERR1374282,1032
SRR13015596,20799191
SRR8928914,913220
SRR20218328,34984170
SRR1048062,6044329
SRR14915987,12867418
SRR3166946,312894
SRR6469588,1698969
SRR9198988,834365
ERR1821649,1970902
ERR2154805,1275
SRR580556,3353435
SRR6469631,1055684
ERR2723209,1197
SRR10321288,110965
ERR1124606,2187416
ERR926058,24176
ERR1124567,1093196
SRR6468961,855938
SRR11303013,315977
SRR3207404,6830848
SRR13660516,73889544
SRR6176702,39386867
ERR738275,2389010
ERR960122,55690
SRR6469825,1294100
SRR12436753,11941239
SRR8106576,426396
SRR5398206,9084993
SRR5809465,17255983
SRR10095965,577754852
ERR1374734,816
ERR959290,0
ERR1108829,1677782
SRR12037382,694522
SRR12661722,11498573
SRR6654959,354997
SRR15900245,30923194
SRR1797734,5991643
SRR3183436,17309896
ERR968067,1368227
SRR6469858,641608
SRR15626543,23840767
ERR1821718,1968013
SRR6469747,1315069
SRR6818810,20379038
SRR16574822,24078963
ERR1442665,1383534
SRR6250038,3
ERR1374670,3939
ERR1757614,1332492
SRR10153634,27127518
ERR6501832,70146739
SRR1062247,42496
DRR224536,68549345
SRR11303185,453812
ERR1889288,1730553
SRR3381756,12852271
SRR7662133,509877
SRR16905282,14894658
SRR6469540,1391551
SRR11699737,156111
ERR1857635,538802
SRR10854656,17604279
ERR959820,6
ERR492316,1413003
ERR1374155,270
ERR1889353,486127
SRR10321286,59007
ERR1099447,463251
SRR5921063,37527340
ERR960746,638
SRR8485411,3285314
SRR17714680,17247099
ERR1620544,1310185
ERR1692521,1710925
SRR3231345,20430
ERR1757463,775696
ERR998317,759118
SRR6250360,6
ERR2146918,3890771
ERR998389,633807
SRR16299423,562955
ERR1889757,1423417
ERR1107954,798641
ERR1427156,333776
ERR1397038,898434
SRR8115440,16770723
ERR1821575,2011290
ERR1216665,400510
SRR1872859,2252
SRR6469841,1153936
SRR7904996,12873226
ERR716714,2015324
ERR1857811,1365057
ERR1426792,1297871
ERR1203494,471639
ERR1858002,2364691
SRR850608,30335623
SRR7813753,17377403
ERR569537,110008
SRR12661914,27057056
SRR10151568,577940
ERR960333,7075
ERR2723609,119914
ERR968112,15091
ERR960225,23467
SRR19859445,37415892
ERR959852,32709
SRR10394608,21716006
ERR960712,1038
ERR2723112,387303
SRR3139122,122211673
ERR998225,577051
ERR1252131,1418700
SRR13091263,26612713
SRR10550532,23938642
SRR7612975,1005861
ERR1888534,25747
SRR9692017,22769896
SRR11420468,1237900
SRR5810829,817188
ERR1374510,3096
SRR2751041,38600628
ERR582931,120895
SRR6324387,24550769
SRR18124525,43837103
SRR1555591,6545113
SRR6908726,122653
SRR11699729,138639
SRR22805226,24007073
SRR10126055,457607
SRR8991396,5630200
ERR1395933,25127
SRR7789609,440130
SRR9674265,13078695
ERR960364,2671
ERR1730841,1999265
ERR1099445,452493
SRR1062728,3483706
ERR1373637,693707
SRR6468751,869025
ERR1692588,1463622
ERR780030,2118017
SRR6250130,250
SRR15813418,117871576
SRR6268146,2835857
SRR10199504,17832844
SRR6469084,639039
ERR1891704,5527177
SRR870786,1274917
ERR960512,71
SRR10887501,342590
SRR15483594,164779794
SRR6469489,843940
SRR7789577,1782008
SRR17547517,6492923
ERR2723798,60688
SRR10151641,437581
SRR13594960,345134
SRR1872504,30
ERR689828,1925055
SRR10117575,32197694
SRR7886628,7055267
ERR998392,557247
SRR6025614,11426268
ERR962982,22070
SRR8883729,403879
ERR853649,710081
SRR7751614,16109584
ERR1621669,1174293
SRR3420375,7891970
ERR582935,88037
ERR1373403,847641
ERR999538,665623
ERR1821509,1901359
ERR1816517,1853661
SRR7662014,945727
SRR6469207,1153481
ERR1108773,1103475
SRR1872922,447076
ERR959505,0
SRR8206457,199774652
SRR1062469,3123789
SRR1609741,13469150
ERR999210,216572
SRR16299281,340903
SRR9198671,488246
SRR1872656,251034
SRR7468694,5518569
SRR8244090,19329387
ERR2724021,25658
SRR8456909,89544239
ERR202558,360912
ERR1757586,1511843
SRR12438040,55123820
SRR516547,4894434
SRR3355802,6045540
ERR467080,4242276
ERR1888906,30075
ERR1374203,3420
ERR960104,22439
SRR6654743,348670
SRR10151874,404464
SRR9198645,780561
SRR6469027,804235
SRR20869088,12544066
SRR8383307,962133
SRR6020357,1035453
SRR6468884,10271
ERR2723509,918954
ERR1427403,555586
SRR21529724,119424617
SRR7268979,5646198
SRR14867548,24092741
ERR1122656,1016975
SRR11519058,28434702
SRR11303028,132383
ERR1621624,603385
SRR2067884,13406652
SRR21420713,19634730
SRR13181571,23316310
SRR12774390,194187848
SRR6025608,25891467
SRR19641895,24343757
SRR6468986,856080
ERR737722,2046724
ERR573440,2293970
SRR6655213,719922
SRR7746639,7799736
SRR10126004,264219
SRR2138294,13271504
SRR835154,2436165
SRR372803,24412658
SRR16339852,23941261
SRR5125774,14820866
ERR1426983,85141
ERR1124829,75541
SRR6020375,182
SRR8928732,9202591
SRR8354696,4203474
ERR4029232,17325577
SRR5820065,9296969
SRR8945526,12175072
ERR958851,61
SRR11874783,7247273
ERR659995,1206265
ERR853452,832583
SRR870797,777404
SRR7410458,19880712
ERR594425,13585652
SRR6655172,1067178
ERR4568379,21930011
SRR14702158,447570925
ERR1069121,1263284
ERR1889452,2905
SRR13724943,6819169
SRR8206455,356009635
ERR1374189,701
SRR9728754,48211877
ERR737772,2281853
ERR1427169,207719
ERR1427086,143412
SRR13327930,19881533
SRR1872226,344
ERR1374394,1010
ERR1888270,346093
ERR1821839,1871503
SRR13646725,49936234
SRR11302526,329224
ERR1395888,75937
SRR7154543,6235116
SRR8106351,51967
ERR1216387,696781
SRR6468912,853682
ERR3957805,34749042
SRR2927824,56796684
SRR6308292,14895119
ERR1426990,112727
SRR3932195,8760620
ERR1889311,2114
SRR12134636,6300983
SRR2392493,39145254
ERR960103,144785
SRR11427343,20151637
SRR535943,26217586
SRR1791573,21434053
ERR1888792,232513
ERR959668,39303
ERR1427233,326990
SRR12874638,11411570
SRR5443688,14427031
SRR1872898,478745
SRR6468759,991861
ERR1427384,159188
SRR18042686,18222320
ERR667401,1305954
SRR2180299,18302058
SRR14924006,10213538
SRR19364729,55972183
SRR13374844,19186315
ERR1821828,2151340
ERR963134,16035
SRR5125637,9227236
SRR5742108,0
ERR959546,8178
ERR1475729,1208847
SRR11186415,28864027
ERR853648,970548
SRR8787706,2753339
SRR3083729,19970019
SRR8928832,765118
ERR1395947,32290
ERR959652,41707
ERR999322,452479
SRR1872269,193083
SRR21420705,23799799
SRR11917477,18427679
ERR517869,2499031
SRR6654646,440630
ERR959025,69
SRR9854018,13812483
SRR527838,23803458
SRR10735821,12483513
SRR1555590,5636982
ERR738229,2376864
ERR667577,1075212
ERR3011944,16761713
SRR6250164,604259
SRR6469311,1918756
ERR1396930,2544674
SRR8244108,18441378
ERR1821550,2046147
SRR6654825,154090
SRR3581671,38263703
ERR1410222,2619946
SRR870906,1942062
SRR16973876,6253185
SRR5809467,15247699
SRR8312795,39139757
SRR11302927,319518
SRR16388446,18571637
SRR6250134,653
ERR1621641,729931
SRR1871931,61
ERR716848,2404859
ERR1099505,506141
ERR517971,2915627
ERR1821658,2399044
ERR1821799,1811801
SRR10903545,35344520
SRR8787745,795799
SRR16299060,532333
SRR2982511,22547422
SRR959350,3720948
SRR12436740,8907878
ERR1415204,305206
ERR1857767,1106140
ERR405182,8371695
SRR4369383,36821389
ERR1218346,324513
ERR926053,19582
SRR11302913,347642
ERR5961092,17265843
ERR1373563,910104
SRR7292749,30171048
SRR5251435,13029206
ERR1374544,4647
SRR12672468,20819441
SRR8286593,20556135
ERR1888905,9375
ERR1891678,5217986
SRR11302491,198345
ERR1857865,350132
SRR12045005,34818319
SRR1871924,51897
ERR1621602,947269
ERR998203,595169
SRR6020369,1
SRR10070718,859716
ERR1108181,1382692
SRR6469066,935669
ERR1373587,841466
ERR4321733,36004823
ERR1442562,225595
SRR10070539,870606
SRR13646719,61768842
SRR19571668,14372526
SRR15626544,36574013
ERR1415050,777373
SRR11773522,39644269
SRR11302751,625074
SRR8788631,8162221
ERR718633,3903352
ERR738219,2303868
ERR1888337,1418
SRR1062305,3468227
SRR10126195,208877
ERR1821946,2025210
ERR1108778,1011372
ERR1395825,432159
SRR870943,647153
SRR13565167,18000857
SRR7119849,471662
ERR2723961,378909
ERR1395925,31096
ERR1204455,756379
SRR17592789,17142356
SRR6654381,1184025
SRR13080692,84333338
SRR13339167,16120792
SRR13011468,62136819
SRR7764532,21256398
SRR6654764,306215
ERR871304,1072637
ERR1218345,361380
SRR6469523,1413923
SRR11302346,352164
SRR6176749,90
ERR1692568,1216763
SRR15813439,151808296
ERR1407696,89092
ERR596587,2061406
SRR7236661,647982
ERR1857692,2721256
SRR9198730,798805
SRR9674329,101361772
SRR6289744,6048928
SRR18192293,3599079
ERR2723965,98234
SRR1736701,8603469
ERR1216392,620023
SRR6469854,704389
SRR10126237,140265
ERR1620408,94008
SRR7813748,37496385
SRR7757834,11543472
SRR12083051,4279579
SRR12446287,45650565
SRR1555500,323817
SRR13360759,26733571
ERR1251993,1126507
SRR12971276,51491260
ERR1204496,366975
ERR2723743,240906
SRR6469486,1035625
SRR22018598,21989307
SRR3183441,21921946
ERR596616,2057959
ERR2723200,376313
SRR959355,3695490
ERR1888561,141595
SRR13724931,50891
ERR949649,205354
SRR9199010,252037
SRR8106653,1243661
SRR10151702,996649
SRR1872423,409291
SRR8298682,27485923
ERR1888174,423996
ERR1204451,681932
SRR8135959,16222155
SRR9850656,2010973
SRR12661871,6387899
SRR10204636,61698072
SRR4242433,8478990
SRR10753257,1610430
ERR1108223,1135298
SRR1205171,26908375
SRR850596,20875023
SRR17818766,8996554
ERR960478,9
SRR11858750,27707198
SRR5483549,12072554
SRR11302866,594585
ERR1475485,754029
ERR1730772,1532394
SRR6261586,35273837
SRR6655166,986455
SRR6654249,793910
ERR959201,155727
ERR1427155,498553
SRR13234607,18149085
SRR10151630,315121
SRR5893140,7963846
ERR871594,18034
SRR17400073,20715584
SRR1872955,88997
SRR11039814,48912305
SRR6250139,532769
SRR1062743,3112304
SRR6250004,229109
SRR10126327,521315
SRR13181545,19761287
ERR1889089,666513
SRR19638112,26582757
SRR7119839,431189
SRR8787601,4758356
SRR14923987,95047494
SRR5921153,43556570
SRR6468958,783794
ERR1889006,1423316
SRR1555593,8668453
ERR871565,263874
SRR14217661,10576802
ERR1374520,1357
SRR10753201,1788058
ERR1426872,175082
SRR11427307,14057584
SRR10151838,1509087
ERR1621470,773175
ERR1252056,205623
SRR8787574,10873541
SRR7749248,2942492
SRR14217565,31710610
ERR1662949,13655133
SRR11039812,44692519
SRR3228711,32491392
ERR1408802,389920
SRR17604935,7878537
SRR7268873,9476214
ERR2723813,488527
ERR998288,207702
ERR960434,3576
SRR12162919,26419301
SRR10863020,17583186
ERR1204299,347847
SRR1872742,263846
SRR14428577,105904643
ERR1857943,2494026
ERR1692575,725219
SRR6654846,334567
ERR1442755,1356365
SRR15999462,36377994
ERR3838730,4220244
SRR10152018,354101
SRR959341,3708439
SRR9198762,620270
SRR7268916,9383387
SRR5342797,34726305
ERR2723351,500070
ERR871462,178854
SRR2751015,43618477
ERR1251954,1254797
ERR697874,2555733
SRR9849237,20609813
SRR5855253,24497092
ERR594452,13514871
ERR1475786,718672
ERR1099507,474996
SRR5382037,14013167
DRR032734,35398623
SRR11302756,394274
ERR1442680,1394267
ERR1216739,432982
SRR7746646,7330251
SRR6469448,1416987
ERR1692466,1582075
ERR1730584,1929705
ERR959058,19722
ERR1373671,1129213
ERR1692597,1283390
ERR1414861,909310
SRR9850672,2346156
SRR6469056,7180
ERR1891710,4819640
SRR2834944,3098246
ERR1124736,804541
ERR1216594,578370
DRR032755,33879550
ERR1889874,449464
SRR8106427,923443
SRR8106276,30008
SRR13074870,490041
SRR1872718,453629
ERR1857987,2345793
SRR10151829,1800326
ERR1125001,781374
ERR998163,870144
ERR1218469,365934
ERR1218422,430059
SRR10277628,19610247
ERR2723722,191538
SRR9974568,27162146
SRR6469368,1601715
ERR959434,5108
SRR7633486,26064009
SRR5810938,12957200
SRR2982513,20488039
ERR1410184,1067451
ERR1252251,1506821
ERR1889867,411007
ERR594454,13174877
SRR8883734,435820
SRR1265746,924197
ERR1215854,358570
SRR1821808,33273296
SRR6655126,1970252
ERR1107950,885762
SRR11213714,32267790
SRR9674342,702546
ERR959510,3462
SRR6469579,1383427
SRR11420467,995465
SRR5441846,110650075
SRR17499128,19076784
SRR6654574,153186
SRR5921121,41529583
SRR3159085,20054698
SRR3228727,35130615
SRR17219889,1383446
SRR17077507,26833557
SRR5855244,29663776
SRR3679551,20306330
SRR7886631,13739660
ERR998162,11515
SRR20958399,14381984
SRR3470784,23495322
ERR2723682,494152
SRR1216348,17494471
ERR697996,2057780
SRR10151566,1230288
SRR12443350,8806224
SRR6469189,1139288
SRR7641838,25516952
ERR960050,0
SRR10126097,442913
SRR12340465,71803026
SRR16299111,42308
SRR3679523,21169190
SRR12037357,618836
ERR1205395,3963
SRR22129121,28448592
SRR4342169,11467771
ERR1108539,1434140
ERR1204605,270960
ERR525344,1968253
ERR959824,11797
ERR1374316,793
ERR689851,1889992
SRR14713036,112073255
ERR1373600,902913
SRR19364719,61752178
ERR960785,910
SRR3381723,11328147
SRR5817914,8947658
ERR1620522,1810604
ERR1067168,2713170
ERR659779,1636980
ERR1407697,786350
SRR10151849,1671135
DRR075401,34217010
ERR1216947,18668273
SRR10151731,210837
SRR10550508,17364959
SRR298562,14262876
SRR11926645,16342781
SRR5833541,41615645
ERR960773,298
ERR1475569,563350
SRR8106349,61718
SRR17235494,30709198
SRR12287399,10884173
SRR13015589,20613771
SRR9674339,776749
SRR11213715,24606702
SRR8867571,18819796
SRR9728751,49767341
SRR12432922,22980806
ERR1416100,530903
ERR738263,2725058
ERR1215569,385071
SRR11214421,33986834
ERR1857745,119224
ERR1099440,631766
SRR17604938,8239888
SRR14060972,43503754
ERR960349,0
ERR998443,537000
SRR17218112,96429424
SRR6654465,44166
SRR6921821,21513014
SRR6416899,8636196
ERR1215878,89843
SRR14060975,28913308
ERR492329,1486359
ERR853784,654940
SRR7410388,16388161
ERR959646,18410
SRR6072788,28475363
ERR1216163,581671
SRR1265747,376291
ERR1821975,1847059
ERR959747,11752
ERR718592,7877341
SRR5418450,25980147
ERR1125021,1136645
ERR718641,7138358
ERR1107937,1028794
SRR12436742,15283475
SRR11148650,18664070
SRR17218087,63176051
ERR1374138,592
ERR2723224,468431
ERR573454,2021200
ERR517975,2682085
ERR1374654,901
ERR853641,808947
SRR6908724,148366
SRR11267528,17995305
SRR14480031,18179329
ERR1426860,84804
SRR11303335,223157
ERR273862,6033383
ERR1395913,35911
SRR12661544,14951582
SRR8106706,1402466
SRR15347707,29205500
ERR1396942,37062
ERR871490,16060
ERR657537,2336949
ERR960654,7577
ERR1427399,1308273
SRR9610844,15456636
ERR1374306,881
SRR1872981,202532
SRR13646739,55701447
ERR1620495,2943919
SRR6025618,28132975
ERR1374202,3049
ERR1215751,36275
SRR9849216,29103988
SRR5342776,40454406
ERR871369,15872
SRR7789526,2302452
ERR1407546,186153
SRR15036080,16192194
ERR3446731,4693618
ERR959497,29617
ERR2723365,179879
ERR1374840,813
ERR998313,23248
SRR1872997,297535
SRR3420349,6003292
SRR870768,1530790
SRR5593161,11425569
SRR6654689,392739
ERR1889572,5429
SRR12786075,22346182
SRR9960231,878243
ERR1889316,338168
SRR13796911,11499665
ERR1218380,328746
ERR1395834,391922
SRR9674310,16639255
SRR6267974,30153481
ERR1124803,220832
ERR1620452,1319354
ERR4910707,20079854
ERR1621560,639737
SRR8787673,76599
ERR1730722,1227442
SRR6654923,289147
SRR6152628,22640344
SRR7041872,28917946
SRR17239190,17340181
ERR1107966,451655
SRR12623499,386098012
SRR17001172,11947367
SRR6176719,37758489
SRR13360749,22734982
SRR11909496,15908416
SRR8787614,3880471
ERR959619,19297
SRR18352697,1507502
SRR8883741,238423
ERR925753,23396
SRR10070641,786975
ERR959420,17953
SRR7612986,1054376
ERR1858020,2470097
ERR780052,1999151
ERR1426800,1052629
ERR1216566,700533
ERR492302,1003066
ERR525353,1452415
ERR960839,11768
SRR14993672,91824763
SRR19571681,15161368
ERR1888154,143403
ERR517930,1400363
SRR12193586,8659133
SRR1062661,3497423
ERR1252256,1459757
ERR1373435,673782
SRR6176678,32167720
SRR16647480,23943498
SRR6020450,16257076
ERR1373454,801247
ERR960876,3345
ERR998160,16798
ERR659784,1707055
SRR14867550,13081177
SRR11303045,263701
SRR4342168,10208381
SRR6654578,137423
ERR1108219,1298251
SRR7268928,8406436
ERR1730758,1940511
SRR9962804,27570784
ERR960684,9257
ERR1757673,1510400
SRR10776679,21220122
SRR6654316,768209
SRR22018581,20190753
SRR10070740,909212
SRR8928792,31873
SRR6268069,16307804
ERR1888997,1227208
SRR1555563,2513038
SRR10863045,21923
SRR6655110,1214461
ERR2723741,166206
ERR1892051,6373120
ERR1442829,1385771
SRR15600916,5351123
SRR9050632,54239035
ERR4968937,19531040
SRR9198961,798352
ERR871354,13039
ERR1124931,1395621
ERR871362,132459
SRR6025589,28392467
SRR6144807,11047782
SRR10490657,2428615
SRR13221790,19812187
SRR16299548,465896
SRR6469150,793042
SRR6469229,1277585
SRR12492980,25106677
ERR1252146,1406406
ERR1108066,543790
ERR2723361,227162
ERR780141,1921754
ERR1892064,1512314
SRR5125777,12454309
SRR7410353,20616317
SRR12661685,12284535
ERR716829,1615324
SRR10903537,29311673
SRR13076843,8980039
SRR18516953,4046841
ERR232354,4555900
ERR1757445,1768320
SRR11206288,11367767
ERR958958,367129
SRR1872237,249999
SRR5837506,16947901
ERR1475697,873768
SRR10070732,582614
SRR1265738,1106988
SRR6020370,16
SRR11427396,25146980
SRR11186411,20983513
ERR232298,1484002
SRR9198710,938581
SRR7292727,72670866
SRR8787649,682815
SRR13759093,22073934
ERR959810,0
SRR6908660,265514
ERR960385,77
SRR7662020,860286
SRR9849268,24444564
SRR870735,3642888
ERR1374746,943
ERR960862,4460
SRR5810861,610029
SRR9198722,83394
ERR1621645,937118
ERR1416033,541012
ERR1124582,1378792
ERR999265,8769
SRR10862987,17019472
SRR3381789,7556519
SRR12661831,11176787
ERR999269,409775
ERR1888658,669724
SRR5045900,52335379
SRR22805233,23350239
ERR1889828,126327
ERR960028,1
ERR1757465,1382471
ERR718638,6242824
SRR12661682,130
ERR657538,3265529
ERR1857611,2712343
SRR10126140,1717
SRR13972085,16127535
SRR9962815,27939937
SRR6469121,1334846
SRR20002729,9829893
SRR10151611,669692
ERR1252211,1222811
ERR1204282,491171
ERR1396906,67461
SRR10126146,210264
ERR1251943,1202479
SRR8106465,823434
SRR8106341,207383
SRR8833702,12475579
SRR10060610,26110980
SRR8377243,8636748
ERR949648,13771
SRR6654511,711897
SRR17413286,21302308
SRR3083706,26636007
SRR5274769,19084013
ERR1205397,64434
ERR925787,1419542
SRR4723023,15158858
ERR2723520,466103
SRR6469011,181
ERR959267,171328
SRR7881079,13162879
SRR5921193,37526976
SRR12446285,37384245
SRR6654375,1178578
ERR1889319,384047
SRR6654447,430071
SRR10887513,6346
ERR1124747,826551
SRR5579866,3608689
ERR1475703,1020005
ERR659980,1790611
ERR1889880,1152951
SRR6129540,17627740
SRR16299240,599479
ERR667483,1161795
SRR12037407,435161
ERR959481,40668
SRR7119831,133673
SRR8106313,22321
SRR10070836,328640
ERR1757723,698532
ERR1108180,1289361
SRR8928778,14485589
SRR8883726,209278
ERR1252174,960120
SRR1265751,232604
SRR5818007,10297407
ERR1475670,1464670
ERR1889774,470755
SRR10868216,27070494
ERR1415200,17890
SRR11090040,2227179
ERR1414876,529198
ERR1662947,504589
SRR7746651,8029594
ERR1888872,197692
SRR6921820,21172264
SRR8787770,31190
SRR21140655,4688012
SRR6468810,962618
ERR1204345,474785
ERR202567,423840
SRR8298702,24203871
ERR569486,0
ERR925782,18646
ERR1889031,635982
SRR9198922,449111
SRR10150440,135686
ERR1108529,1350334
SRR8983315,16650409
ERR4648703,8758690
DRR162465,5227747
ERR1414840,795965
SRR10070549,324956
ERR959404,12501
ERR1730692,1313645
ERR1374422,929
ERR1426825,517091
ERR517918,1724515
ERR2723584,1064101
SRR6020382,55
SRR8591318,13009743
SRR1872312,160
SRR11303220,442746
ERR1427185,115169
ERR959695,46364
ERR2723889,350169
SRR11302685,263837
SRR11033828,37330384
ERR977577,14013104
ERR958771,1932
SRR17547512,6716720
ERR698020,2135669
SRR6250182,743479
SRR12070781,8915577
SRR2392492,27913009
SRR19086717,12863539
SRR1062533,3101943
SRR14066776,94121
SRR10415529,68037763
SRR5113015,18613149
ERR1426984,187458
SRR13998083,50346115
SRR6020320,1926645
SRR11302580,269086
ERR871568,421046
SRR6289784,5693721
ERR1757472,1761246
ERR1442784,1488718
SRR7662124,480322
SRR3207424,10797604
SRR6250147,549908
ERR1821821,1833925
ERR4321734,35749714
SRR3342393,26807904
SRR21966427,30192561
ERR1821906,2019828
ERR1251910,1110697
ERR1108002,874672
ERR1204425,790107
SRR8106448,1052193
ERR449279,5860281
SRR7410432,22049546
SRR6468977,957161
ERR2723173,480023
ERR958841,20009
SRR10010374,8841511
ERR959726,38545
ERR1442790,1231532
SRR8591744,25030742
