GeneID,reads
SRR6469392,1146485
SRR6469370,709231
SRR6250210,696162
SRR18042678,18939587
SRR1871932,170257
SRR5944011,67015479
ERR659905,1584126
SRR3544820,2369285
SRR13646728,53820694
SRR1062748,3120434
SRR959362,3706909
SRR9198677,1126123
ERR1757423,1833579
SRR10586534,32671838
SRR5893162,12807607
SRR8787732,322904
ERR1889117,313474
ERR1821670,2095629
ERR1395953,86692
SRR11302763,433635
ERR1396828,2028
SRR1062368,3089352
SRR10916818,23133197
SRR10753203,874968
SRR11302534,274579
SRR6250176,416558
SRR12194900,4387
SRR18516720,1946982
ERR2723547,1731
ERR960328,1136
SRR3231264,74965
ERR1396842,66863
ERR3446736,4897757
ERR1374453,643
DRR032757,38982145
ERR590743,1479684
SRR9159929,47130880
SRR6469045,605892
ERR960944,367
SRR8799032,88123678
SRR11427301,32628231
SRR19667662,20692056
SRR13181580,23839642
ERR1442748,1692517
ERR1374718,19540
SRR13646783,59507380
SRR6469043,885126
ERR670977,2683143
SRR6289781,5690119
SRR18124383,18804127
ERR1889329,33640
SRR5519772,53162384
SRR7410357,11160667
SRR1043687,2789219
SRR12194847,2360
ERR1888995,493493
SRR5127989,20649898
SRR11302907,278945
SRR6176727,36503086
SRR6654458,465770
ERR960648,511
ERR1889026,511605
ERR1374418,1550
ERR202536,5438879
ERR1757460,1265182
SRR489484,56619989
ERR659795,1801352
SRR7749244,2237231
ERR1205121,134628
SRR11214383,22281613
ERR1204400,532441
SRR14213383,9350967
SRR7947923,101541086
ERR1415201,936761
ERR998183,7843
SRR11090026,2951929
SRR6289716,4592476
ERR1888247,393879
ERR1204642,355540
SRR1872795,505723
ERR1621695,865486
ERR925770,1498536
ERR999489,776187
ERR1374433,753
ERR1373731,462358
SRR6250225,788534
SRR10127673,20834881
SRR6268083,1645234
SRR14703446,2355086
ERR959892,17881
SRR8928867,473377
SRR12037453,624475
SRR6268100,5255511
ERR1069102,1327466
SRR6655097,831423
SRR7535434,23458
SRR8928722,10276916
ERR1888489,361829
SRR10010339,7701615
ERR596431,731880
SRR6334491,49159270
SRR1872874,95049
ERR1374161,433
SRR8936993,43045999
ERR1889100,385789
SRR16299064,621905
SRR1872752,280239
ERR1216185,602208
ERR1204355,424461
SRR5865383,53649453
SRR1062376,3123323
SRR870923,1924333
SRR19661768,1889704
ERR1396805,4808023
ERR1373623,857575
SRR10990406,22337351
SRR1555517,1279629
ERR1414812,236803
ERR1730680,1970696
SRR11302874,440193
SRR6841471,25350665
SRR3139107,30352930
SRR5120133,11166204
ERR959730,8301
SRR19641861,19701799
ERR1621455,803837
ERR1396818,29627
ERR999263,804195
ERR1124894,60178
SRR9850668,257971
ERR4910712,23110701
SRR12194974,3490
ERR1407572,10004
SRR10151562,725138
SRR13674932,21417605
SRR12436818,7704682
SRR1821796,38465513
ERR1888890,474654
ERR1215688,363739
ERR1396909,325061
ERR1621689,12197
ERR1620562,1022368
SRR9844304,59121433
SRR6655223,816565
ERR1888399,304384
SRR9198689,399347
ERR968124,2347949
ERR960126,26659
SRR6289681,4202877
SRR17968063,42274795
SRR3083715,22141044
SRR13269771,33525514
ERR737692,2181358
ERR273876,919125
SRR2968434,4632711
ERR998192,6611
SRR11303296,227455
SRR1062432,3538313
ERR697876,2587922
ERR1395902,545237
ERR1099412,423589
SRR8928733,8985375
SRR4026140,35844403
SRR18220772,10012100
SRR6469306,1344990
SRR12436826,16889504
SRR7947891,350138478
SRR6020373,818635
SRR6469830,265980
ERR1395879,470609
SRR5921185,33914825
SRR12340121,17652479
SRR3581677,44005417
SRR6289750,6399194
SRR7419883,5592249
SRR6313720,71297146
SRR6289721,3848538
ERR1216039,550155
SRR6814873,11275286
ERR959305,48978
SRR14217645,28799381
ERR2723155,357242
SRR1871961,133662
ERR1889004,518086
SRR11303373,326293
SRR6469000,1080821
ERR411515,5114806
ERR1215718,9230
SRR8663322,57952
ERR1124983,1588856
ERR667386,1272056
SRR3228724,29241558
SRR870724,3665768
ERR871346,11609
ERR1475754,1246403
SRR11303270,400455
ERR1475496,756444
ERR1475594,557541
ERR596673,1478201
SRR9198643,808673
SRR13729826,21229994
ERR1857704,2563863
SRR8106695,1222822
SRR6655198,740151
ERR1204380,325367
SRR7886636,10328539
SRR12070728,10994613
SRR12446294,26614542
ERR2723915,423169
ERR1620567,7777114
SRR1062439,3549233
ERR667434,588629
ERR853715,847428
SRR14326889,459382
SRR11427329,15870422
ERR1889779,363324
ERR1821680,1938710
ERR596629,1260241
SRR16299525,534092
SRR6654720,368644
ERR1205389,18342
SRR6020412,2961294
SRR12194964,3634
SRR11302373,565598
ERR2723717,269858
SRR1872392,378510
ERR960561,16790
ERR1216720,603462
ERR689864,2773137
ERR2723013,149871
ERR1757383,1576599
SRR7947919,114748881
SRR16299409,283670
SRR6469567,1508646
ERR2723048,98413
ERR1692460,1719780
SRR17201127,19879494
ERR590772,1959535
SRR8787679,41243839
ERR960393,6
SRR8787809,4114143
SRR21429710,20553736
SRR1062299,3092379
DRR334974,14049999
ERR1407564,114359
SRR6655073,969158
ERR4910709,26070393
ERR1757570,1387611
ERR1891716,5222183
SRR14217699,22529903
ERR1889765,635897
ERR1374441,0
SRR6654914,160457
ERR1620543,4167923
SRR21518664,28808015
ERR1857630,2427878
SRR3381862,13726266
SRR8106562,1042297
ERR1124517,874663
SRR19859441,40942968
ERR3266374,7503986
ERR960336,1492
SRR13839968,64862497
ERR1108731,1357567
SRR17530164,45874447
ERR1858072,2199887
SRR10151861,180674
ERR1857935,2641568
SRR1062660,3474796
SRR9058951,3313765
ERR1757703,1255883
SRR9849850,31159549
SRR10151799,322246
SRR19571670,14874049
ERR1415103,640894
ERR659955,1702084
ERR1889446,1196051
ERR1889448,2590
SRR12070801,4894009
ERR1216401,626899
SRR3159075,14670869
ERR1107996,819388
ERR1757575,1465843
ERR1107905,798568
ERR1889553,382614
SRR1062331,3479981
SRR6655120,279770
ERR1294274,18532661
SRR10126149,139515
ERR960132,0
SRR7268926,8459646
SRR15600946,4098860
ERR1889450,1122
ERR1889150,28870
ERR959391,0
SRR18297395,23444876
SRR12654013,31277412
SRR6655055,413145
ERR1252078,942285
ERR999551,38366
SRR6469740,941065
SRR6655057,379948
SRR12749598,110461373
SRR11303119,376676
SRR6268142,2235434
SRR2180303,22220817
SRR21518678,29593450
ERR1475537,1245871
SRR19364715,62667802
SRR13708184,19343426
ERR1888903,339549
SRR1872854,248493
ERR1475776,534628
ERR1251930,1094508
ERR738252,2616673
ERR1621650,17866
SRR11700441,5371425
SRR11801338,24883619
SRR9198714,995435
ERR1216647,539030
SRR11777181,281060610
SRR3159070,13362107
ERR1442699,1411852
ERR959008,120691
ERR1407614,968737
SRR6289771,4436581
SRR11873955,40589314
SRR5338226,26646037
ERR1215883,5715
ERR1216687,589365
ERR1857834,1190214
SRR10151645,223534
SRR1062781,3479635
ERR4648666,8852176
SRR8182176,43245418
ERR1374565,1413
ERR1204444,927540
SRR15871410,20894369
SRR4124040,9008105
SRR797909,42111860
ERR963196,83287
SRR16299062,438840
ERR596428,987004
SRR10990418,7733221
ERR1757382,1447055
ERR1397039,44931
SRR21092437,59845809
SRR8106437,699590
SRR7762354,12106725
ERR697956,2371329
SRR7535403,25986805
SRR8937005,45912472
SRR10550550,23798887
SRR12661876,7406920
SRR8914607,35288343
ERR1108041,704482
SRR13565143,27844993
SRR8883796,72504
ERR1069115,1002270
SRR12672466,19688666
ERR1395954,1465391
SRR12992436,38390720
SRR12999270,28867358
ERR8516975,36759060
ERR1889061,883773
ERR202616,402201
ERR1215952,193524
SRR6176705,53321083
ERR1889682,386357
SRR19764246,45900134
DRR189392,80648342
SRR14217725,26274012
ERR1107990,422696
SRR6908359,22426878
ERR959277,113338
ERR1205372,7025
SRR18192308,1237425
SRR13011473,40415322
ERR7720659,39422916
ERR960501,17429
ERR1215708,2433
SRR5921135,44122616
ERR1374473,841
ERR1857930,2224365
ERR2723713,150064
SRR19520282,1992770
SRR8883765,158103
ERR1205119,3891890
ERR1620524,1160559
SRR16299595,424251
SRR19764252,53348506
ERR1069076,1411759
ERR659926,1110845
ERR1108061,393961
SRR776511,7083776
ERR959615,405
ERR1407651,498604
SRR3381718,12283828
SRR1872208,271232
ERR689853,2366494
SRR1872109,387259
SRR8706256,6817310
SRR15600939,5039794
ERR1730598,1285446
ERR963157,755489
SRR10126112,105965
SRR8787668,424321
SRR17846334,17268107
SRR13785103,20660855
SRR6132688,16713378
SRR1872203,421137
ERR958942,12360
SRR17723096,21604252
SRR10117559,1717933
SRR13311748,158832
ERR1821602,1783770
SRR7905412,13716441
SRR6654340,1786596
SRR9622324,9521346
SRR13429150,33376579
SRR11519059,30360626
ERR1888351,446793
SRR10887451,583067
ERR1204566,636688
ERR1374391,927
ERR1252172,1919618
SRR12201941,26419195
SRR10151735,2928433
SRR13074853,436280
SRR8928853,62949
ERR1415166,751162
SRR8928816,1221489
SRR16299289,583689
SRR13339169,17500667
ERR1621485,359678
SRR6469399,1155410
SRR13319608,26067491
SRR13234662,16851034
SRR8784154,210913
ERR960281,0
SRR8928788,27385
SRR6469240,1488440
SRR12661612,22584696
SRR6416907,9504106
SRR4369376,48902983
SRR6468976,962731
ERR1442810,1507047
ERR925745,27116
ERR2723917,135823
ERR1124865,103755
ERR1251962,1172122
ERR1730822,821506
SRR10040120,16265953
SRR9961218,23739127
SRR9825127,11535934
ERR1374566,1168
ERR667421,1503078
ERR1415402,998661
ERR1889386,438531
SRR3381802,4092508
SRR4199303,25357969
SRR6257762,31991152
ERR1426903,184296
SRR6654251,182348
ERR1888964,613906
ERR1891637,5462047
ERR1373659,545550
SRR12436763,8344174
SRR1872355,167
ERR959785,10368
ERR1215513,456855
ERR1374388,814
ERR279665,17376975
SRR5683309,14001371
SRR6020311,540751
SRR10267094,25968518
SRR8305619,2977594
ERR697891,1282087
ERR759358,2017369
ERR853523,854204
SRR2013983,22703875
ERR1821974,2252491
ERR716841,2085088
SRR17413284,23661022
SRR13074834,502059
ERR853502,797824
ERR1889666,409263
SRR5483548,10661384
SRR6655355,353296
SRR10887449,628432
SRR3381785,3825676
SRR11213689,20742586
ERR1395885,474714
SRR22747861,19924244
ERR959409,7112
ERR1821962,1897703
SRR8182169,44516684
SRR19892909,19758346
ERR697960,2805496
SRR13437191,24345250
SRR870864,1860797
ERR2723175,218955
SRR1872402,367799
ERR2723577,323256
ERR1427302,426302
SRR11785644,10438202
SRR9198801,532347
SRR1062433,2490298
SRR17499142,21026777
ERR968108,13372
SRR6268130,4767129
SRR19627923,18440739
ERR4132489,29951704
ERR1216686,435741
ERR2154776,16070
SRR8009939,23795476
SRR1872714,368103
SRR13319609,20443066
SRR14703454,2353686
ERR2723802,492064
ERR1374596,1872
ERR569511,0
SRR6654486,10469
SRR11302863,407374
SRR1872120,415983
ERR2723335,701895
ERR1204336,587321
SRR1872308,170
SRR10344671,18734134
SRR17349045,30144176
ERR1252108,1661552
SRR6469055,733764
ERR517858,2567005
SRR8811925,7795891
ERR1107931,968440
ERR1124520,549882
SRR11862881,191666
SRR8244082,21345022
SRR870823,808343
SRR13076827,9257555
ERR1373583,946151
SRR12194813,6297
SRR13039585,34125063
ERR1122733,1024370
ERR958917,67171
SRR9336427,4090535
ERR2723837,176074
ERR2723259,71595
ERR962928,290287
SRR18327318,13400597
SRR6469419,1822876
ERR1215567,5873
ERR1821852,1802771
ERR1692510,1297672
ERR7132846,19209876
SRR1062390,3112380
SRR6654474,495330
ERR968072,1689293
SRR9198746,529389
ERR960316,72
ERR1099475,361300
ERR959496,58105
SRR1872933,370013
ERR998416,564018
SRR5921038,35344552
SRR6176627,19566
ERR1373622,1101101
SRR6345656,20150785
ERR1730684,1889886
SRR18731940,23054795
SRR2422954,14811576
SRR8106685,998477
SRR21966422,35897443
ERR1415000,570559
SRR14376443,30737556
SRR5921108,24572919
SRR12037383,539290
SRR12134628,9992605
SRR18192264,4899932
ERR525340,300702
ERR962976,115559
ERR2723905,232087
SRR870835,764122
SRR21228023,6603076
SRR9849866,13298103
SRR16299300,244752
SRR9198866,43855
ERR1216597,475709
SRR5817917,9869822
ERR959713,61634
ERR1427249,230924
SRR12774363,139057119
ERR657536,1841005
ERR1888435,1259153
SRR8787628,1141332
SRR5341528,9214935
SRR8883848,419960
ERR1252016,1088442
SRR14077614,20457198
ERR1888553,664
SRR1062231,3197390
SRR13724951,3951479
SRR10126092,438539
SRR3923232,21770955
SRR6268160,1116964
ERR1892058,6557028
SRR6654904,218527
ERR3266386,7934717
SRR8106353,676709
SRR6654388,636514
ERR517993,2716526
SRR11427380,39092493
ERR1122736,739354
SRR10974010,3133574
SRR1789379,22407603
ERR1215761,3442
ERR1215932,405945
ERR959543,1
SRR6655114,1115249
SRR10151582,1058094
SRR11263443,7652
SRR11302906,461211
SRR14923971,50131297
SRR6249951,247877
SRR7662130,150400
SRR22129130,28796672
SRR14217674,37372297
ERR145649,20010935
SRR11214385,18735385
ERR1891647,5525531
ERR1122711,548092
SRR6469728,555939
SRR3231331,51646
SRR870888,1126023
SRR9336408,28325447
SRR6416897,5498463
SRR12661699,11702300
SRR18192297,848934
ERR1888822,2851773
SRR12992430,37499244
SRR7268944,9678188
ERR1426960,152222
SRR12992432,37926581
SRR11951245,29481060
ERR2723735,130610
SRR11302755,438407
SRR9707996,12379744
ERR959321,57804
ERR871558,20195
SRR12474618,4539837
SRR9022959,28468205
SRR11015120,4259614
SRR942764,4333264
ERR1124668,793022
ERR949642,1383018
ERR1373432,774359
SRR7119874,673519
SRR17600935,21678929
ERR1427181,257461
SRR11303327,326777
SRR6250243,1185861
SRR1062384,3129878
ERR960372,2172
SRR6507312,22321008
SRR1872491,175292
SRR10974109,672193
ERR1373376,716471
SRR10151604,235776
ERR925717,1123039
SRR7662029,926194
SRR11427278,25187867
ERR959134,16812
SRR1872996,361790
ERR1407654,580757
SRR8928869,1931788
ERR960457,37
ERR2154743,589026
ERR1889814,413953
ERR999471,10033
ERR1730558,1425514
SRR7145922,18251046
SRR9331659,24976764
SRR10753191,1519926
ERR960861,29046
SRR10117594,33215835
ERR999523,7437
SRR5810763,981788
SRR6469247,984054
SRR870740,3384678
ERR594443,13846661
ERR1373594,795330
SRR12876832,22730477
SRR16299430,358010
ERR1414914,777672
SRR6654305,1253789
ERR959542,260
ERR1888875,106445
ERR1204517,546829
ERR959047,2
SRR10753174,1370947
ERR2723855,617248
ERR2723844,298482
ERR3365996,20106757
SRR13646744,65597033
ERR959278,105795
SRR372793,10822228
ERR1216385,774101
ERR1621522,727973
SRR17547523,6482960
SRR10151872,1104599
SRR3420398,5742090
SRR10126166,197375
SRR6469498,895206
SRR19978692,24285427
ERR960381,124
ERR1415032,859401
ERR1888694,869220
SRR12661586,14792546
ERR959118,3478
SRR5810749,791019
ERR1125078,1062603
SRR10125966,261314
SRR12037353,511931
SRR11519054,30517713
SRR12023702,58231880
SRR22252686,42609662
ERR1374467,924
ERR960401,803
ERR1216474,358595
SRR1062417,3538726
ERR960963,211
SRR6049696,22870996
SRR1062794,3065643
ERR1122727,1035205
ERR1442726,1628832
SRR12661617,23661545
ERR2723232,263845
ERR1757391,1817431
SRR7757837,11848922
SRR9674275,12858571
SRR1872132,103871
SRR7223663,21906819
SRR7664343,24904603
SRR6784691,32721296
ERR1204381,543429
SRR7613106,1788459
SRR11214389,321836
ERR1396947,67025
SRR8788626,13268331
SRR6655133,1366628
ERR854825,878237
SRR6469687,125
SRR11427461,35293895
SRR1872872,445092
ERR525413,2843664
SRR10038906,50834954
SRR10070602,903901
SRR6655159,1028926
SRR8883720,241009
ERR9077193,7892056
ERR2146974,3325590
SRR5855246,27195022
ERR1218328,366586
ERR1475504,843208
ERR2154724,879
ERR1373469,696088
SRR11303057,146949
SRR1062352,3215856
SRR11427427,30686713
SRR12194842,2998
ERR1888847,27429
ERR1821872,1942741
SRR6654524,466776
SRR535986,16039724
SRR11302910,251832
ERR1414800,731968
SRR10070759,634292
SRR7154551,7682246
SRR18063812,54023231
SRR8787645,13272
ERR1108133,1420575
SRR11303168,61827
SRR6655240,557430
ERR999325,8645
SRR9198769,585524
SRR6289736,5697540
SRR1872100,278483
SRR8784167,935746
SRR1062698,3452748
ERR1373472,596334
ERR959251,2977
SRR1062294,3103048
SRR870868,1834015
ERR1216059,617811
ERR1374793,2110
ERR340730,8912619
ERR1374483,238
SRR1554475,51126
SRR11926660,18118325
SRR7801945,1247613
SRR18927011,46175369
ERR1108831,1826407
SRR11773521,38297285
ERR5838118,29516166
SRR6469151,1007579
SRR6268115,5024084
SRR6841459,29198044
SRR6655238,781997
SRR9198747,441852
ERR1374760,1532
ERR202529,507922
ERR7131143,2184807
ERR999251,1031110
SRR7662147,509784
SRR8787598,2036928
SRR16299578,266601
SRR3381832,5905210
SRR835170,6081155
SRR12194958,2814
ERR1124993,1162274
ERR1858026,2114636
ERR755690,1801467
SRR6469065,409137
ERR1416133,867424
ERR7179894,34854658
SRR7410383,18526151
SRR11214430,29368597
SRR5893055,2375912
ERR670990,2944337
SRR1531483,15110489
ERR1215577,5038
ERR1374495,4745
ERR1730803,1690224
SRR2227378,23499646
ERR1442706,1377916
SRR5810794,926839
SRR14217709,22918614
SRR8787624,2484278
SRR13011465,38735219
SRR11293500,16338738
SRR1062629,3461548
ERR1373462,642671
ERR1397062,2103722
ERR1415220,772515
ERR1888681,6789
SRR7789523,2205028
ERR959623,55860
ERR1124712,40576
ERR1889726,718970
SRR6250161,669454
SRR6215413,29579641
SRR5626505,63771201
SRR870933,1457317
SRR6469499,1280537
SRR13646750,67363248
ERR1108802,1153154
SRR3166953,34022
SRR7419860,5731791
ERR1215811,384473
SRR5483546,9393645
ERR959027,83
SRR19897796,20642335
ERR1621520,913810
ERR1414808,595833
ERR2723011,4261
SRR3228723,42514094
SRR12877274,12479735
ERR871465,2729028
SRR5482149,239618473
SRR11303178,539479
SRR3095293,32794093
SRR12464088,17991295
SRR5931551,628066
ERR1889206,1576510
ERR1374832,510
ERR863499,1123591
SRR12774397,35266
SRR13839918,16147610
SRR8106494,790098
ERR968094,56294
ERR960411,45
SRR18296199,21044128
ERR1122706,1047873
SRR10550517,25165991
ERR3446772,5552319
SRR8788711,10802326
ERR737748,1934988
ERR1857864,2325473
SRR7905381,1981133
ERR926039,16581
ERR1888067,116948
ERR1889241,346998
ERR411471,14193678
ERR1124906,585745
ERR925779,1599989
ERR1692595,1376696
ERR4648684,9599654
ERR1888433,1564746
ERR959370,399404
SRR21966433,24370637
ERR1216769,815042
ERR1124565,929635
ERR960772,37
ERR1396813,796284
SRR10070832,544122
SRR8135942,17812198
ERR959208,2479
SRR8106699,1280917
ERR2146957,2939932
SRR6261597,171308400
SRR6469871,1090689
ERR1408848,1274040
SRR10425371,14934585
SRR5893082,32880049
ERR1122708,1437440
SRR1062239,3108947
SRR13074812,493004
SRR15711652,1363079
SRR11427318,20785031
SRR1167761,19193996
SRR8928903,205979
DRR162521,6144741
ERR759378,1561930
ERR1374336,223
SRR8784479,1816934
ERR697972,2463026
SRR8883710,463099
ERR1475818,924684
ERR1816505,1785018
SRR14217716,21214242
SRR10126163,4132
SRR12661637,12091241
ERR968133,2325569
ERR3366000,20187107
ERR1374500,1837
SRR9906791,28173661
SRR6654628,155873
SRR9707998,10925221
ERR1620493,1065954
SRR12037510,20829481
SRR3381861,8374815
ERR1821622,1933512
ERR1857940,453517
SRR15600913,9949406
SRR8298708,17508219
SRR9119508,2991509
SRR13789080,80004266
SRR6250245,1142387
SRR1062505,3119858
SRR5883633,20720916
ERR659992,1788191
ERR960181,50595
SRR6039693,25246467
ERR4029254,41489595
ERR3301001,26837890
SRR3381795,10627518
SRR8485404,7986201
SRR3381842,4652895
SRR11427434,17535714
SRR1708345,31389738
SRR6655204,668612
ERR960414,18
ERR6690607,34514458
ERR1252109,1543248
ERR1216721,438858
ERR1857851,96777
ERR1374367,913
ERR1857911,521096
SRR10902601,10746340
SRR516556,2452682
ERR1415082,644766
SRR14703475,1659937
SRR5163100,22234725
ERR999363,9953
SRR7419871,2626075
SRR11303161,331880
SRR6655218,13
SRR11035191,23508409
SRR13724989,4814265
SRR835153,2436165
SRR3679525,20961888
SRR6655034,379820
SRR13652352,21974056
ERR1888108,17099
ERR8516973,31279888
ERR1415120,207208
SRR1062273,3447797
SRR6655071,347771
SRR15498147,5032038
ERR1888356,229201
ERR1374151,697
ERR1204581,346996
ERR3301004,29213288
SRR7883092,5114993
SRR17745583,5981
ERR1821867,2120243
ERR998129,16825
SRR5810904,570735
ERR963166,327706
ERR1124759,543748
ERR1122791,2123768
SRR10958346,41071200
ERR716916,1766028
ERR1124670,18308
SRR6289706,5303895
SRR1821800,34085168
ERR1108191,635239
ERR1821891,1998691
SRR7892024,2925719
SRR21034900,19831137
SRR6289802,4468703
SRR2136167,9668183
SRR13074863,541709
ERR1427348,264743
SRR9735189,37378444
SRR6268201,1038759
ERR657528,2490998
SRR5485624,17574912
SRR11302943,377521
SRR3381813,4090859
ERR1442579,215514
SRR14060974,19293792
ERR582941,93568
SRR23085085,20795573
SRR6655333,393696
SRR8784482,1300112
ERR871349,10367
ERR3446773,5789993
SRR11302765,334261
ERR2723664,878
ERR738226,2626850
ERR1415269,1020600
ERR780029,2451150
SRR392979,14
SRR14308853,36422071
ERR1252180,1724023
ERR716875,1426379
SRR7419857,1200792
SRR6654946,576072
SRR6468740,559615
ERR1204257,435069
ERR1821553,1968006
ERR2154811,508005
SRR2422968,13087145
ERR759384,1927157
ERR1889249,793118
ERR1757414,1436044
SRR17745559,8951
SRR21140657,6202169
SRR5342796,39783688
SRR14066774,17129643
ERR232346,5017407
SRR1821805,76234537
SRR11427408,29324785
ERR1821790,1985299
SRR10735818,9548302
SRR12125417,10652012
SRR3207420,3875932
SRR8787633,592592
SRR1872934,382279
ERR1889332,745373
ERR1888136,154975
ERR1889351,658323
